Name,DT Name,DT Notation
12a_21,12a_21,[4; 8; 10; 16; 2; 18; 22; 6; 14; 24; 12; 20]
12a_22,12a_22,[4; 8; 10; 16; 2; 18; 22; 20; 6; 24; 14; 12]
12a_23,12a_23,[4; 8; 10; 16; 2; 20; 18; 22; 6; 12; 24; 14]
12a_24,12a_24,[4; 8; 10; 16; 2; 20; 22; 6; 24; 14; 12; 18]
12a_25,12a_25,[4; 8; 10; 16; 2; 20; 22; 18; 6; 14; 24; 12]
12a_26,12a_26,[4; 8; 10; 16; 2; 20; 22; 18; 6; 24; 12; 14]
12a_27,12a_27,[4; 8; 10; 16; 2; 20; 22; 18; 6; 24; 14; 12]
12a_28,12a_28,[4; 8; 10; 16; 2; 22; 18; 6; 14; 24; 12; 20]
12a_29,12a_29,[4; 8; 10; 16; 2; 22; 18; 6; 20; 14; 24; 12]
12a_30,12a_30,[4; 8; 10; 16; 2; 22; 18; 20; 6; 14; 24; 12]
12a_31,12a_31,[4; 8; 10; 16; 2; 22; 20; 6; 24; 14; 12; 18]
12a_32,12a_32,[4; 8; 10; 16; 2; 22; 20; 18; 6; 14; 24; 12]
12a_33,12a_33,[4; 8; 10; 16; 2; 22; 24; 20; 6; 14; 18; 12]
12a_34,12a_34,[4; 8; 10; 18; 2; 20; 22; 24; 6; 16; 12; 14]
12a_35,12a_35,[4; 8; 10; 18; 2; 20; 22; 24; 6; 16; 14; 12]
12a_36,12a_36,[4; 8; 10; 18; 2; 22; 24; 20; 6; 14; 16; 12]
12a_37,12a_37,[4; 8; 10; 18; 2; 22; 24; 20; 6; 16; 14; 12]
12a_38,12a_38,[4; 8; 10; 18; 2; 24; 22; 20; 6; 16; 14; 12]
12a_39,12a_39,[4; 8; 12; 2; 14; 18; 6; 22; 10; 24; 16; 20]
12a_40,12a_40,[4; 8; 12; 2; 14; 18; 6; 22; 20; 10; 24; 16]
12a_41,12a_41,[4; 8; 12; 2; 14; 20; 6; 22; 24; 10; 18; 16]
12a_42,12a_42,[4; 8; 12; 2; 14; 20; 6; 24; 22; 10; 18; 16]
12a_43,12a_43,[4; 8; 12; 2; 16; 6; 18; 22; 10; 24; 14; 20]
12a_44,12a_44,[4; 8; 12; 2; 16; 6; 20; 10; 22; 14; 24; 18]
12a_45,12a_45,[4; 8; 12; 2; 16; 6; 20; 10; 22; 24; 14; 18]
12a_46,12a_46,[4; 8; 12; 2; 16; 6; 20; 10; 24; 22; 14; 18]
12a_47,12a_47,[4; 8; 12; 2; 16; 6; 22; 18; 10; 24; 14; 20]
12a_48,12a_48,[4; 8; 12; 2; 16; 18; 6; 20; 24; 22; 14; 10]
12a_49,12a_49,[4; 8; 12; 2; 16; 22; 6; 20; 24; 10; 14; 18]
12a_50,12a_50,[4; 8; 12; 2; 18; 6; 20; 22; 10; 24; 14; 16]
12a_51,12a_51,[4; 8; 12; 2; 18; 6; 20; 22; 10; 24; 16; 14]
12a_52,12a_52,[4; 8; 12; 2; 18; 6; 20; 22; 24; 10; 14; 16]
12a_53,12a_53,[4; 8; 12; 2; 18; 6; 20; 22; 24; 10; 16; 14]
12a_54,12a_54,[4; 8; 12; 2; 18; 6; 22; 20; 10; 16; 24; 14]
12a_55,12a_55,[4; 8; 12; 2; 18; 6; 22; 24; 20; 10; 16; 14]
12a_56,12a_56,[4; 8; 12; 2; 18; 6; 24; 22; 20; 10; 16; 14]
12a_57,12a_57,[4; 8; 12; 2; 18; 14; 6; 22; 10; 24; 16; 20]
12a_58,12a_58,[4; 8; 12; 2; 18; 14; 6; 22; 20; 10; 24; 16]
12a_59,12a_59,[4; 8; 12; 2; 18; 16; 6; 20; 24; 22; 14; 10]
12a_60,12a_60,[4; 8; 12; 2; 18; 20; 6; 10; 22; 14; 24; 16]
12a_61,12a_61,[4; 8; 12; 2; 20; 14; 6; 22; 24; 10; 18; 16]
12a_62,12a_62,[4; 8; 12; 2; 20; 14; 6; 24; 22; 10; 18; 16]
12a_63,12a_63,[4; 8; 12; 2; 20; 18; 6; 10; 22; 14; 24; 16]
12a_64,12a_64,[4; 8; 12; 2; 22; 6; 16; 20; 24; 14; 10; 18]
12a_65,12a_65,[4; 8; 12; 2; 22; 6; 18; 20; 24; 14; 10; 16]
12a_66,12a_66,[4; 8; 12; 2; 22; 16; 6; 20; 24; 10; 14; 18]
12a_67,12a_67,[4; 8; 12; 14; 2; 18; 24; 20; 22; 10; 16; 6]
12a_68,12a_68,[4; 8; 12; 14; 2; 18; 24; 22; 20; 10; 16; 6]
12a_69,12a_69,[4; 8; 12; 16; 2; 18; 20; 22; 10; 6; 24; 14]
12a_70,12a_70,[4; 8; 12; 16; 2; 18; 22; 20; 10; 6; 24; 14]
12a_71,12a_71,[4; 8; 12; 16; 2; 18; 22; 24; 20; 10; 6; 14]
12a_72,12a_72,[4; 8; 12; 16; 2; 18; 24; 22; 20; 10; 6; 14]
12a_73,12a_73,[4; 8; 12; 18; 2; 16; 22; 6; 10; 24; 14; 20]
12a_74,12a_74,[4; 8; 12; 20; 2; 18; 22; 6; 10; 16; 24; 14]
12a_75,12a_75,[4; 8; 12; 20; 2; 18; 22; 24; 6; 10; 16; 14]
12a_76,12a_76,[4; 8; 12; 20; 2; 18; 24; 22; 6; 10; 16; 14]
12a_77,12a_77,[4; 8; 14; 2; 16; 18; 20; 6; 24; 22; 12; 10]
12a_78,12a_78,[4; 8; 14; 2; 16; 18; 22; 6; 10; 24; 12; 20]
12a_79,12a_79,[4; 8; 14; 2; 16; 18; 22; 6; 20; 10; 24; 12]
12a_80,12a_80,[4; 8; 14; 2; 16; 20; 6; 12; 22; 24; 10; 18]
12a_81,12a_81,[4; 8; 14; 2; 16; 20; 6; 12; 24; 22; 10; 18]
12a_82,12a_82,[4; 8; 14; 2; 16; 20; 6; 24; 10; 22; 12; 18]
12a_83,12a_83,[4; 8; 14; 2; 16; 20; 6; 24; 12; 22; 10; 18]
12a_84,12a_84,[4; 8; 14; 2; 16; 20; 18; 6; 24; 22; 12; 10]
12a_85,12a_85,[4; 8; 14; 2; 16; 20; 22; 6; 24; 10; 12; 18]
12a_86,12a_86,[4; 8; 14; 2; 16; 20; 22; 6; 24; 12; 10; 18]
12a_87,12a_87,[4; 8; 14; 2; 16; 20; 24; 6; 12; 22; 10; 18]
12a_88,12a_88,[4; 8; 14; 2; 18; 16; 6; 20; 22; 24; 12; 10]
12a_89,12a_89,[4; 8; 14; 2; 18; 16; 22; 6; 10; 24; 12; 20]
12a_90,12a_90,[4; 8; 14; 2; 18; 16; 22; 6; 20; 10; 24; 12]
12a_91,12a_91,[4; 8; 14; 2; 18; 20; 6; 12; 22; 24; 16; 10]
12a_92,12a_92,[4; 8; 14; 2; 18; 20; 6; 22; 12; 10; 24; 16]
12a_93,12a_93,[4; 8; 14; 2; 18; 20; 6; 22; 24; 10; 12; 16]
12a_94,12a_94,[4; 8; 14; 2; 18; 20; 6; 22; 24; 12; 10; 16]
12a_95,12a_95,[4; 8; 14; 2; 18; 20; 6; 24; 12; 22; 10; 16]
12a_96,12a_96,[4; 8; 14; 2; 18; 20; 6; 24; 22; 10; 12; 16]
12a_97,12a_97,[4; 8; 14; 2; 18; 20; 6; 24; 22; 12; 10; 16]
12a_98,12a_98,[4; 8; 14; 2; 18; 20; 16; 6; 24; 22; 10; 12]
12a_99,12a_99,[4; 8; 14; 2; 18; 20; 16; 6; 24; 22; 12; 10]
12a_100,12a_100,[4; 8; 14; 2; 18; 22; 6; 20; 10; 24; 12; 16]
12a_101,12a_101,[4; 8; 14; 2; 18; 22; 6; 20; 12; 24; 16; 10]
12a_102,12a_102,[4; 8; 14; 2; 18; 22; 6; 20; 24; 12; 16; 10]
12a_103,12a_103,[4; 8; 14; 2; 18; 22; 6; 24; 10; 16; 12; 20]
12a_104,12a_104,[4; 8; 14; 2; 18; 22; 16; 6; 12; 24; 10; 20]
12a_105,12a_105,[4; 8; 14; 2; 20; 16; 6; 12; 22; 24; 10; 18]
12a_106,12a_106,[4; 8; 14; 2; 20; 16; 6; 12; 24; 22; 10; 18]
12a_107,12a_107,[4; 8; 14; 2; 20; 16; 6; 22; 10; 24; 12; 18]
12a_108,12a_108,[4; 8; 14; 2; 20; 18; 6; 12; 22; 24; 16; 10]
12a_109,12a_109,[4; 8; 14; 2; 20; 18; 6; 22; 12; 10; 24; 16]
12a_110,12a_110,[4; 8; 14; 2; 20; 18; 6; 24; 12; 22; 10; 16]
12a_111,12a_111,[4; 8; 14; 2; 20; 22; 6; 12; 10; 24; 16; 18]
12a_112,12a_112,[4; 8; 14; 2; 20; 22; 16; 6; 24; 12; 10; 18]
12a_113,12a_113,[4; 8; 14; 2; 20; 22; 18; 6; 12; 16; 24; 10]
12a_114,12a_114,[4; 8; 14; 2; 22; 16; 6; 18; 12; 24; 10; 20]
12a_115,12a_115,[4; 8; 14; 2; 22; 16; 6; 20; 10; 24; 12; 18]
12a_116,12a_116,[4; 8; 14; 2; 22; 16; 18; 6; 12; 24; 10; 20]
12a_117,12a_117,[4; 8; 14; 2; 22; 18; 6; 20; 12; 16; 24; 10]
12a_118,12a_118,[4; 8; 14; 2; 22; 18; 16; 6; 12; 24; 10; 20]
12a_119,12a_119,[4; 8; 14; 2; 22; 18; 16; 6; 20; 12; 24; 10]
12a_120,12a_120,[4; 8; 14; 2; 22; 20; 6; 12; 10; 24; 16; 18]
12a_121,12a_121,[4; 8; 14; 2; 22; 20; 16; 6; 24; 12; 10; 18]
12a_122,12a_122,[4; 8; 14; 2; 22; 24; 18; 6; 20; 12; 16; 10]
12a_123,12a_123,[4; 8; 14; 10; 2; 16; 20; 6; 22; 24; 12; 18]
12a_124,12a_124,[4; 8; 14; 10; 2; 16; 20; 6; 24; 22; 12; 18]
12a_125,12a_125,[4; 8; 14; 10; 2; 18; 6; 22; 12; 24; 16; 20]
12a_126,12a_126,[4; 8; 14; 10; 2; 18; 20; 6; 22; 24; 16; 12]
12a_127,12a_127,[4; 8; 14; 10; 2; 20; 6; 22; 24; 12; 18; 16]
12a_128,12a_128,[4; 8; 14; 10; 2; 20; 6; 24; 22; 12; 18; 16]
12a_129,12a_129,[4; 8; 14; 10; 2; 20; 16; 6; 22; 24; 12; 18]
12a_130,12a_130,[4; 8; 14; 10; 2; 20; 16; 6; 24; 22; 12; 18]
12a_131,12a_131,[4; 8; 14; 10; 2; 20; 18; 6; 22; 24; 16; 12]
12a_132,12a_132,[4; 8; 14; 10; 2; 20; 22; 6; 12; 24; 16; 18]
12a_133,12a_133,[4; 8; 14; 10; 2; 22; 20; 6; 12; 24; 16; 18]
12a_134,12a_134,[4; 8; 14; 12; 2; 18; 24; 20; 22; 10; 16; 6]
12a_135,12a_135,[4; 8; 14; 12; 2; 18; 24; 22; 20; 10; 16; 6]
12a_136,12a_136,[4; 8; 14; 16; 2; 6; 20; 10; 22; 24; 12; 18]
12a_137,12a_137,[4; 8; 14; 16; 2; 18; 20; 24; 10; 22; 12; 6]
12a_138,12a_138,[4; 8; 14; 16; 2; 18; 20; 24; 22; 12; 10; 6]
12a_139,12a_139,[4; 8; 14; 16; 2; 18; 22; 24; 20; 12; 10; 6]
12a_140,12a_140,[4; 8; 14; 16; 2; 20; 18; 24; 22; 12; 10; 6]
12a_141,12a_141,[4; 8; 16; 2; 18; 20; 22; 6; 14; 10; 24; 12]
12a_142,12a_142,[4; 8; 16; 2; 18; 20; 22; 6; 14; 24; 12; 10]
12a_143,12a_143,[4; 8; 16; 2; 18; 20; 22; 6; 24; 10; 12; 14]
12a_144,12a_144,[4; 8; 16; 2; 18; 20; 22; 6; 24; 10; 14; 12]
12a_145,12a_145,[4; 8; 16; 2; 18; 20; 22; 6; 24; 14; 12; 10]
12a_146,12a_146,[4; 8; 16; 2; 18; 20; 22; 24; 6; 10; 12; 14]
12a_147,12a_147,[4; 8; 16; 2; 18; 20; 22; 24; 6; 10; 14; 12]
12a_148,12a_148,[4; 8; 16; 2; 18; 20; 22; 24; 6; 14; 12; 10]
12a_149,12a_149,[4; 8; 16; 2; 18; 20; 24; 6; 14; 22; 12; 10]
12a_150,12a_150,[4; 8; 16; 2; 18; 20; 24; 22; 6; 12; 10; 14]
12a_151,12a_151,[4; 8; 16; 2; 18; 22; 20; 6; 14; 24; 12; 10]
12a_152,12a_152,[4; 8; 16; 2; 18; 22; 20; 6; 24; 14; 12; 10]
12a_153,12a_153,[4; 8; 16; 2; 18; 22; 20; 24; 6; 14; 12; 10]
12a_154,12a_154,[4; 8; 16; 2; 20; 18; 22; 6; 12; 24; 14; 10]
12a_155,12a_155,[4; 8; 16; 2; 20; 18; 22; 6; 14; 10; 24; 12]
12a_156,12a_156,[4; 8; 16; 2; 20; 18; 22; 6; 24; 10; 14; 12]
12a_157,12a_157,[4; 8; 16; 2; 20; 22; 18; 6; 12; 14; 24; 10]
12a_158,12a_158,[4; 8; 16; 2; 20; 22; 18; 6; 14; 24; 10; 12]
12a_159,12a_159,[4; 8; 16; 2; 20; 22; 18; 6; 14; 24; 12; 10]
12a_160,12a_160,[4; 8; 16; 2; 20; 22; 24; 18; 6; 14; 10; 12]
12a_161,12a_161,[4; 8; 16; 2; 20; 22; 24; 18; 6; 14; 12; 10]
12a_162,12a_162,[4; 8; 16; 2; 20; 24; 18; 6; 22; 10; 14; 12]
12a_163,12a_163,[4; 8; 16; 2; 20; 24; 22; 6; 12; 10; 14; 18]
12a_164,12a_164,[4; 8; 16; 2; 22; 18; 20; 6; 14; 12; 24; 10]
12a_165,12a_165,[4; 8; 16; 2; 22; 20; 18; 6; 14; 12; 24; 10]
12a_166,12a_166,[4; 8; 16; 2; 22; 24; 18; 6; 20; 14; 12; 10]
12a_167,12a_167,[4; 8; 16; 2; 22; 24; 18; 20; 6; 14; 12; 10]
12a_168,12a_168,[4; 8; 16; 2; 22; 24; 20; 18; 6; 14; 12; 10]
12a_169,12a_169,[4; 8; 16; 2; 24; 22; 20; 18; 6; 14; 12; 10]
12a_170,12a_170,[4; 8; 16; 10; 2; 18; 20; 6; 24; 22; 12; 14]
12a_171,12a_171,[4; 8; 16; 10; 2; 18; 20; 6; 24; 22; 14; 12]
12a_172,12a_172,[4; 8; 16; 10; 2; 18; 20; 22; 6; 12; 24; 14]
12a_173,12a_173,[4; 8; 16; 10; 2; 18; 20; 22; 6; 24; 14; 12]
12a_174,12a_174,[4; 8; 16; 10; 2; 18; 20; 24; 6; 22; 14; 12]
12a_175,12a_175,[4; 8; 16; 10; 2; 18; 22; 6; 14; 24; 12; 20]
12a_176,12a_176,[4; 8; 16; 10; 2; 18; 22; 20; 6; 24; 14; 12]
12a_177,12a_177,[4; 8; 16; 10; 2; 20; 18; 22; 6; 12; 24; 14]
12a_178,12a_178,[4; 8; 16; 10; 2; 20; 22; 6; 24; 14; 12; 18]
12a_179,12a_179,[4; 8; 16; 10; 2; 20; 22; 18; 6; 24; 12; 14]
12a_180,12a_180,[4; 8; 16; 10; 2; 20; 22; 18; 6; 24; 14; 12]
12a_181,12a_181,[4; 8; 16; 10; 2; 22; 18; 6; 14; 24; 12; 20]
12a_182,12a_182,[4; 8; 16; 10; 2; 22; 18; 20; 6; 14; 24; 12]
12a_183,12a_183,[4; 8; 16; 10; 2; 22; 20; 6; 24; 14; 12; 18]
12a_184,12a_184,[4; 8; 16; 12; 2; 18; 20; 22; 10; 6; 24; 14]
12a_185,12a_185,[4; 8; 16; 12; 2; 18; 22; 20; 10; 6; 24; 14]
12a_186,12a_186,[4; 8; 16; 12; 2; 18; 22; 24; 20; 10; 6; 14]
12a_187,12a_187,[4; 8; 16; 12; 2; 18; 24; 22; 20; 10; 6; 14]
12a_188,12a_188,[4; 8; 16; 14; 2; 6; 20; 10; 22; 24; 12; 18]
12a_189,12a_189,[4; 8; 16; 14; 2; 18; 20; 24; 10; 22; 12; 6]
12a_190,12a_190,[4; 8; 16; 14; 2; 18; 20; 24; 22; 12; 10; 6]
12a_191,12a_191,[4; 8; 16; 14; 2; 18; 22; 24; 20; 12; 10; 6]
12a_192,12a_192,[4; 8; 16; 14; 2; 20; 18; 24; 22; 12; 10; 6]
12a_193,12a_193,[4; 8; 18; 10; 2; 20; 22; 24; 6; 16; 12; 14]
12a_194,12a_194,[4; 8; 18; 10; 2; 20; 22; 24; 6; 16; 14; 12]
12a_195,12a_195,[4; 8; 18; 10; 2; 22; 24; 20; 6; 14; 16; 12]
12a_196,12a_196,[4; 8; 18; 10; 2; 22; 24; 20; 6; 16; 14; 12]
12a_197,12a_197,[4; 8; 18; 10; 2; 24; 22; 20; 6; 16; 14; 12]
12a_198,12a_198,[4; 8; 18; 12; 2; 16; 22; 6; 10; 24; 14; 20]
12a_199,12a_199,[4; 8; 20; 12; 2; 18; 22; 6; 10; 16; 24; 14]
12a_200,12a_200,[4; 8; 20; 12; 2; 18; 22; 24; 6; 10; 16; 14]
12a_201,12a_201,[4; 8; 20; 12; 2; 18; 24; 22; 6; 10; 16; 14]
12a_202,12a_202,[4; 10; 12; 14; 16; 2; 22; 20; 24; 8; 6; 18]
12a_203,12a_203,[4; 10; 12; 14; 18; 2; 24; 20; 22; 8; 16; 6]
12a_204,12a_204,[4; 10; 12; 14; 18; 2; 24; 22; 20; 8; 16; 6]
12a_205,12a_205,[4; 10; 12; 14; 20; 2; 6; 22; 24; 8; 18; 16]
12a_206,12a_206,[4; 10; 12; 14; 20; 2; 6; 24; 22; 8; 18; 16]
12a_207,12a_207,[4; 10; 12; 14; 20; 2; 16; 6; 22; 24; 8; 18]
12a_208,12a_208,[4; 10; 12; 14; 20; 2; 16; 6; 24; 22; 8; 18]
12a_209,12a_209,[4; 10; 12; 14; 20; 2; 18; 22; 6; 24; 16; 8]
12a_210,12a_210,[4; 10; 12; 16; 2; 8; 18; 22; 6; 24; 14; 20]
12a_211,12a_211,[4; 10; 12; 16; 2; 8; 20; 6; 22; 24; 14; 18]
12a_212,12a_212,[4; 10; 12; 16; 2; 8; 20; 6; 24; 22; 14; 18]
12a_213,12a_213,[4; 10; 12; 16; 14; 2; 24; 20; 22; 6; 8; 18]
12a_214,12a_214,[4; 10; 12; 16; 14; 2; 24; 20; 22; 8; 6; 18]
12a_215,12a_215,[4; 10; 12; 16; 18; 2; 20; 22; 8; 6; 24; 14]
12a_216,12a_216,[4; 10; 12; 16; 18; 2; 22; 6; 8; 24; 14; 20]
12a_217,12a_217,[4; 10; 12; 16; 18; 2; 22; 6; 20; 8; 24; 14]
12a_218,12a_218,[4; 10; 12; 16; 18; 2; 22; 8; 6; 24; 14; 20]
12a_219,12a_219,[4; 10; 12; 16; 18; 2; 22; 20; 8; 6; 24; 14]
12a_220,12a_220,[4; 10; 12; 16; 18; 2; 22; 24; 20; 8; 6; 14]
12a_221,12a_221,[4; 10; 12; 16; 18; 2; 24; 22; 20; 8; 6; 14]
12a_222,12a_222,[4; 10; 12; 16; 20; 2; 18; 8; 22; 24; 6; 14]
12a_223,12a_223,[4; 10; 12; 16; 20; 2; 18; 22; 6; 24; 8; 14]
12a_224,12a_224,[4; 10; 12; 16; 20; 2; 22; 8; 14; 24; 6; 18]
12a_225,12a_225,[4; 10; 12; 16; 20; 2; 22; 18; 8; 6; 24; 14]
12a_226,12a_226,[4; 10; 12; 16; 20; 2; 24; 6; 22; 8; 18; 14]
12a_227,12a_227,[4; 10; 12; 16; 20; 2; 24; 8; 22; 6; 14; 18]
12a_228,12a_228,[4; 10; 12; 16; 20; 2; 24; 8; 22; 14; 6; 18]
12a_229,12a_229,[4; 10; 12; 16; 20; 2; 24; 18; 6; 22; 8; 14]
12a_230,12a_230,[4; 10; 12; 16; 20; 2; 24; 22; 6; 14; 8; 18]
12a_231,12a_231,[4; 10; 12; 16; 22; 2; 6; 20; 24; 8; 14; 18]
12a_232,12a_232,[4; 10; 12; 16; 22; 2; 18; 6; 14; 24; 8; 20]
12a_233,12a_233,[4; 10; 12; 16; 22; 2; 20; 8; 14; 24; 6; 18]
12a_234,12a_234,[4; 10; 12; 18; 2; 8; 20; 22; 6; 24; 14; 16]
12a_235,12a_235,[4; 10; 12; 18; 2; 8; 20; 22; 6; 24; 16; 14]
12a_236,12a_236,[4; 10; 12; 18; 2; 8; 20; 22; 24; 6; 14; 16]
12a_237,12a_237,[4; 10; 12; 18; 2; 8; 20; 22; 24; 6; 16; 14]
12a_238,12a_238,[4; 10; 12; 18; 2; 8; 22; 24; 20; 6; 16; 14]
12a_239,12a_239,[4; 10; 12; 18; 2; 8; 24; 22; 20; 6; 16; 14]
12a_240,12a_240,[4; 10; 12; 18; 2; 24; 6; 20; 22; 8; 16; 14]
12a_241,12a_241,[4; 10; 12; 18; 2; 24; 6; 22; 20; 8; 16; 14]
12a_242,12a_242,[4; 10; 12; 18; 2; 24; 8; 20; 22; 6; 16; 14]
12a_243,12a_243,[4; 10; 12; 18; 2; 24; 8; 22; 20; 6; 16; 14]
12a_244,12a_244,[4; 10; 12; 18; 2; 24; 20; 6; 22; 14; 8; 16]
12a_245,12a_245,[4; 10; 12; 18; 2; 24; 20; 8; 22; 14; 6; 16]
12a_246,12a_246,[4; 10; 12; 18; 14; 2; 24; 20; 22; 8; 16; 6]
12a_247,12a_247,[4; 10; 12; 18; 14; 2; 24; 22; 20; 8; 16; 6]
12a_248,12a_248,[4; 10; 12; 18; 16; 2; 20; 22; 8; 6; 24; 14]
12a_249,12a_249,[4; 10; 12; 18; 16; 2; 22; 20; 8; 6; 24; 14]
12a_250,12a_250,[4; 10; 12; 18; 16; 2; 22; 24; 20; 8; 6; 14]
12a_251,12a_251,[4; 10; 12; 18; 16; 2; 24; 22; 20; 8; 6; 14]
12a_252,12a_252,[4; 10; 12; 18; 20; 2; 22; 24; 6; 8; 16; 14]
12a_253,12a_253,[4; 10; 12; 18; 20; 2; 22; 24; 8; 6; 16; 14]
12a_254,12a_254,[4; 10; 12; 18; 20; 2; 24; 22; 6; 8; 16; 14]
12a_255,12a_255,[4; 10; 12; 18; 20; 2; 24; 22; 8; 6; 16; 14]
12a_256,12a_256,[4; 10; 12; 18; 22; 2; 20; 24; 8; 14; 6; 16]
12a_257,12a_257,[4; 10; 12; 18; 22; 2; 24; 8; 20; 6; 16; 14]
12a_258,12a_258,[4; 10; 12; 18; 24; 2; 8; 20; 22; 6; 16; 14]
12a_259,12a_259,[4; 10; 12; 18; 24; 2; 8; 22; 20; 6; 16; 14]
12a_260,12a_260,[4; 10; 12; 18; 24; 2; 20; 8; 22; 14; 6; 16]
12a_261,12a_261,[4; 10; 12; 20; 16; 2; 18; 8; 24; 22; 6; 14]
12a_262,12a_262,[4; 10; 12; 20; 16; 2; 22; 8; 24; 14; 6; 18]
12a_263,12a_263,[4; 10; 12; 20; 16; 2; 24; 8; 14; 22; 6; 18]
12a_264,12a_264,[4; 10; 12; 22; 20; 2; 18; 8; 6; 24; 16; 14]
12a_265,12a_265,[4; 10; 12; 22; 20; 2; 24; 8; 6; 14; 16; 18]
12a_266,12a_266,[4; 10; 14; 12; 2; 18; 20; 22; 24; 8; 6; 16]
12a_267,12a_267,[4; 10; 14; 12; 2; 18; 20; 24; 22; 8; 6; 16]
12a_268,12a_268,[4; 10; 14; 12; 2; 20; 18; 22; 6; 8; 24; 16]
12a_269,12a_269,[4; 10; 14; 12; 20; 2; 6; 22; 24; 8; 18; 16]
12a_270,12a_270,[4; 10; 14; 12; 20; 2; 6; 24; 22; 8; 18; 16]
12a_271,12a_271,[4; 10; 14; 12; 20; 2; 16; 6; 22; 24; 8; 18]
12a_272,12a_272,[4; 10; 14; 12; 20; 2; 16; 6; 24; 22; 8; 18]
12a_273,12a_273,[4; 10; 14; 16; 2; 8; 20; 24; 22; 12; 18; 6]
12a_274,12a_274,[4; 10; 14; 16; 2; 18; 22; 6; 8; 24; 12; 20]
12a_275,12a_275,[4; 10; 14; 16; 2; 18; 22; 8; 6; 24; 12; 20]
12a_276,12a_276,[4; 10; 14; 16; 2; 20; 8; 6; 22; 24; 12; 18]
12a_277,12a_277,[4; 10; 14; 16; 2; 20; 8; 6; 24; 22; 12; 18]
12a_278,12a_278,[4; 10; 14; 16; 2; 22; 18; 6; 8; 24; 12; 20]
12a_279,12a_279,[4; 10; 14; 16; 2; 22; 18; 8; 6; 24; 12; 20]
12a_280,12a_280,[4; 10; 14; 16; 2; 22; 20; 18; 6; 8; 24; 12]
12a_281,12a_281,[4; 10; 14; 16; 2; 22; 20; 18; 8; 6; 24; 12]
12a_282,12a_282,[4; 10; 14; 16; 12; 2; 24; 20; 22; 6; 8; 18]
12a_283,12a_283,[4; 10; 14; 16; 12; 2; 24; 20; 22; 8; 6; 18]
12a_284,12a_284,[4; 10; 14; 16; 18; 2; 20; 6; 24; 22; 12; 8]
12a_285,12a_285,[4; 10; 14; 16; 18; 2; 22; 24; 20; 8; 12; 6]
12a_286,12a_286,[4; 10; 14; 16; 20; 2; 18; 24; 22; 12; 8; 6]
12a_287,12a_287,[4; 10; 14; 16; 20; 2; 22; 18; 6; 24; 12; 8]
12a_288,12a_288,[4; 10; 14; 16; 22; 2; 18; 20; 12; 6; 24; 8]
12a_289,12a_289,[4; 10; 14; 16; 22; 2; 20; 6; 24; 8; 12; 18]
12a_290,12a_290,[4; 10; 14; 18; 2; 8; 20; 22; 24; 12; 6; 16]
12a_291,12a_291,[4; 10; 14; 18; 2; 8; 20; 24; 22; 12; 6; 16]
12a_292,12a_292,[4; 10; 14; 18; 2; 20; 6; 22; 12; 8; 24; 16]
12a_293,12a_293,[4; 10; 14; 18; 2; 20; 8; 24; 6; 22; 12; 16]
12a_294,12a_294,[4; 10; 14; 18; 2; 20; 24; 6; 22; 8; 12; 16]
12a_295,12a_295,[4; 10; 14; 18; 2; 22; 8; 20; 6; 16; 24; 12]
12a_296,12a_296,[4; 10; 14; 18; 2; 22; 8; 24; 20; 6; 12; 16]
12a_297,12a_297,[4; 10; 14; 18; 2; 22; 24; 6; 20; 8; 16; 12]
12a_298,12a_298,[4; 10; 14; 18; 2; 22; 24; 8; 20; 6; 16; 12]
12a_299,12a_299,[4; 10; 14; 18; 2; 24; 8; 20; 22; 6; 16; 12]
12a_300,12a_300,[4; 10; 14; 18; 2; 24; 8; 22; 20; 6; 16; 12]
12a_301,12a_301,[4; 10; 14; 18; 2; 24; 20; 8; 22; 6; 12; 16]
12a_302,12a_302,[4; 10; 14; 18; 2; 24; 22; 6; 20; 8; 16; 12]
12a_303,12a_303,[4; 10; 14; 18; 2; 24; 22; 8; 20; 6; 16; 12]
12a_304,12a_304,[4; 10; 14; 18; 12; 2; 24; 20; 22; 6; 16; 8]
12a_305,12a_305,[4; 10; 14; 18; 12; 2; 24; 20; 22; 8; 16; 6]
12a_306,12a_306,[4; 10; 14; 18; 12; 2; 24; 22; 20; 6; 16; 8]
12a_307,12a_307,[4; 10; 14; 18; 12; 2; 24; 22; 20; 8; 16; 6]
12a_308,12a_308,[4; 10; 14; 18; 16; 2; 20; 24; 8; 22; 12; 6]
12a_309,12a_309,[4; 10; 14; 18; 16; 2; 20; 24; 22; 6; 12; 8]
12a_310,12a_310,[4; 10; 14; 18; 16; 2; 22; 24; 20; 8; 12; 6]
12a_311,12a_311,[4; 10; 14; 18; 22; 2; 20; 24; 6; 8; 12; 16]
12a_312,12a_312,[4; 10; 14; 18; 22; 2; 20; 24; 8; 6; 12; 16]
12a_313,12a_313,[4; 10; 14; 20; 2; 8; 18; 22; 6; 12; 24; 16]
12a_314,12a_314,[4; 10; 14; 20; 2; 16; 6; 24; 22; 8; 18; 12]
12a_315,12a_315,[4; 10; 14; 20; 2; 16; 8; 24; 12; 22; 6; 18]
12a_316,12a_316,[4; 10; 14; 20; 2; 16; 18; 8; 24; 22; 6; 12]
12a_317,12a_317,[4; 10; 14; 20; 2; 16; 22; 8; 24; 12; 6; 18]
