Name,DT Name,DT Notation
12n_207,12n_207,[4; 8; 14; 2; -18; -22; 6; -20; -12; -24; -16; -10]
12n_208,12n_208,[4; 8; -14; 2; -18; -22; -6; -20; -24; -12; -16; -10]
12n_209,12n_209,[4; 8; -14; 2; 18; 22; -6; 20; 24; 12; 16; 10]
12n_210,12n_210,[4; 8; 14; 2; -18; -22; 6; -20; -24; -12; -16; -10]
12n_211,12n_211,[4; 8; -14; 2; -18; -22; -6; -24; -10; -16; -12; -20]
12n_212,12n_212,[4; 8; -14; 2; -20; -16; -6; -22; -10; -24; -12; -18]
12n_213,12n_213,[4; 8; -14; 2; 20; 16; -6; 22; 10; 24; 12; 18]
12n_214,12n_214,[4; 8; 14; 2; -20; -16; 6; -22; -10; -24; -12; -18]
12n_215,12n_215,[4; 8; -14; 2; -20; -18; -6; -22; -12; -10; -24; -16]
12n_216,12n_216,[4; 8; -14; 2; 20; 18; -6; 22; 12; 10; 24; 16]
12n_217,12n_217,[4; 8; 14; 2; -20; -18; 6; -22; -12; -10; -24; -16]
12n_218,12n_218,[4; 8; -14; 2; -20; -18; -6; -24; -12; -22; -10; -16]
12n_219,12n_219,[4; 8; -14; 2; -20; -22; -18; -6; -12; -16; -24; -10]
12n_220,12n_220,[4; 8; -14; 2; -20; -22; 18; -6; 12; 16; -24; -10]
12n_221,12n_221,[4; 8; -14; 2; 20; 22; -18; -6; -12; -16; 24; 10]
12n_222,12n_222,[4; 8; -14; 2; 20; 22; 18; -6; 12; 16; 24; 10]
12n_223,12n_223,[4; 8; 14; 2; -20; -22; 18; 6; 12; 16; -24; -10]
12n_224,12n_224,[4; 8; -14; 2; -22; -16; -6; -18; -12; -24; -10; -20]
12n_225,12n_225,[4; 8; -14; 2; -22; 16; -6; 18; 12; -24; -10; -20]
12n_226,12n_226,[4; 8; -14; 2; -22; -16; -6; -20; -10; -24; -12; -18]
12n_227,12n_227,[4; 8; -14; 2; 22; 16; -6; 20; 10; 24; 12; 18]
12n_228,12n_228,[4; 8; 14; 2; -22; -16; 6; -20; -10; -24; -12; -18]
12n_229,12n_229,[4; 8; -14; 2; -22; -16; -18; -6; -12; -24; -10; -20]
12n_230,12n_230,[4; 8; 14; 10; 2; -18; 6; -22; -12; -24; -16; -20]
12n_231,12n_231,[4; 8; 14; 10; 2; -18; -20; 6; -22; -24; -16; -12]
12n_232,12n_232,[4; 8; 14; 10; 2; -20; -22; 6; -12; -24; -16; -18]
12n_233,12n_233,[4; 8; -16; 2; -18; -20; -22; -6; -24; -10; -12; -14]
12n_234,12n_234,[4; 8; -16; 2; 18; 20; 22; -6; 24; 10; 12; 14]
12n_235,12n_235,[4; 8; 16; 2; -18; -20; -22; 6; -24; -10; -12; -14]
12n_236,12n_236,[4; 8; -16; 2; -18; -20; -22; -6; -24; -10; -14; -12]
12n_237,12n_237,[4; 8; -16; 2; 18; 20; 22; -6; 24; 10; 14; 12]
12n_238,12n_238,[4; 8; 16; 2; -18; -20; -22; 6; -24; -10; -14; -12]
12n_239,12n_239,[4; 8; -16; 2; -18; -20; -22; -6; -24; -14; -12; -10]
12n_240,12n_240,[4; 8; -16; 2; 18; 20; 22; -6; 24; 14; 12; 10]
12n_241,12n_241,[4; 8; 16; 2; -18; -20; -22; 6; -24; -14; -12; -10]
12n_242,12n_242,[4; 8; -16; 2; -18; -20; -22; -24; -6; -10; -12; -14]
12n_243,12n_243,[4; 8; -16; 2; -18; -20; -22; -24; -6; -10; -14; -12]
12n_244,12n_244,[4; 8; -16; 2; -18; -20; -22; -24; -6; -14; -12; -10]
12n_245,12n_245,[4; 8; -16; 2; -18; -20; -24; -22; -6; -12; -10; -14]
12n_246,12n_246,[4; 8; -16; 2; 18; 20; 24; 22; -6; 12; 10; 14]
12n_247,12n_247,[4; 8; 16; 2; -18; -20; -24; -22; 6; -12; -10; -14]
12n_248,12n_248,[4; 8; -16; 2; -18; -22; -20; -6; -24; -14; -12; -10]
12n_249,12n_249,[4; 8; -16; 2; 18; 22; 20; -6; 24; 14; 12; 10]
12n_250,12n_250,[4; 8; 16; 2; -18; -22; -20; 6; -24; -14; -12; -10]
12n_251,12n_251,[4; 8; -16; 2; -18; -22; -20; -24; -6; -14; -12; -10]
12n_252,12n_252,[4; 8; -16; 2; -20; -18; -22; -6; -12; -24; -14; -10]
12n_253,12n_253,[4; 8; -16; 2; -20; 18; -22; -6; 12; -24; -14; -10]
12n_254,12n_254,[4; 8; -16; 2; 20; -18; 22; -6; -12; 24; 14; 10]
12n_255,12n_255,[4; 8; -16; 2; 20; 18; 22; -6; 12; 24; 14; 10]
12n_256,12n_256,[4; 8; 16; 2; -20; -18; -22; 6; -12; -24; -14; -10]
12n_257,12n_257,[4; 8; 16; 2; -20; 18; -22; 6; 12; -24; -14; -10]
12n_258,12n_258,[4; 8; 16; 2; -20; 18; -22; 6; 12; 24; -14; -10]
12n_259,12n_259,[4; 8; 16; 2; 20; -18; 22; 6; -12; 24; 14; 10]
12n_260,12n_260,[4; 8; -16; 2; -20; -18; -22; -6; -24; -10; -14; -12]
12n_261,12n_261,[4; 8; -16; 2; -20; -22; -18; -6; -12; -14; -24; -10]
12n_262,12n_262,[4; 8; -16; 2; -20; -24; -18; -6; -22; -10; -14; -12]
12n_263,12n_263,[4; 8; -16; 2; 20; 24; 18; -6; 22; 10; 14; 12]
12n_264,12n_264,[4; 8; 16; 2; -20; -24; -18; 6; -22; -10; -14; -12]
12n_265,12n_265,[4; 8; -16; 2; -20; -24; -22; -6; -12; -10; -14; -18]
12n_266,12n_266,[4; 8; -16; 2; 20; 24; 22; -6; 12; 10; 14; 18]
12n_267,12n_267,[4; 8; 16; 2; -20; -24; -22; 6; -12; -10; -14; -18]
12n_268,12n_268,[4; 8; 16; 10; 2; -20; -18; -22; 6; -12; -24; -14]
12n_269,12n_269,[4; 8; 16; 10; 2; -20; -18; 22; 6; -12; 24; 14]
12n_270,12n_270,[4; 8; 16; 10; 2; 20; 18; -22; 6; 12; -24; -14]
12n_271,12n_271,[4; 8; -16; -12; 2; -18; -20; -22; -10; -6; -24; -14]
12n_272,12n_272,[4; 8; -16; -12; 2; -18; -22; -20; -10; -6; -24; -14]
12n_273,12n_273,[4; 8; -16; -12; 2; -18; -22; -24; -20; -10; -6; -14]
12n_274,12n_274,[4; 8; -16; -12; 2; -18; -24; -22; -20; -10; -6; -14]
12n_275,12n_275,[4; 8; -18; -12; 2; -16; -22; -6; -10; -24; -14; -20]
12n_276,12n_276,[4; 8; -20; -12; 2; -18; -22; -6; -10; -16; -24; -14]
12n_277,12n_277,[4; 8; -20; -12; 2; -18; -22; -24; -6; -10; -16; -14]
12n_278,12n_278,[4; 8; -20; -12; 2; -18; -24; -22; -6; -10; -16; -14]
12n_279,12n_279,[4; 10; 12; -14; -16; 2; -22; -20; -24; -8; -6; -18]
12n_280,12n_280,[4; 10; 12; -14; 16; 2; -22; 20; -24; 8; -6; -18]
12n_281,12n_281,[4; 10; 12; -14; 16; 2; -22; 20; 24; 8; -6; 18]
12n_282,12n_282,[4; 10; 12; 14; -16; 2; 22; -20; 24; -8; 6; 18]
12n_283,12n_283,[4; 10; 12; 14; 16; 2; 22; 20; -24; 8; 6; -18]
12n_284,12n_284,[4; 10; 12; -14; -20; 2; -18; -22; -6; -24; -16; -8]
12n_285,12n_285,[4; 10; 12; -14; -20; 2; -18; 22; -6; -24; 16; -8]
12n_286,12n_286,[4; 10; 12; -14; 20; 2; -18; 22; -6; 24; 16; 8]
12n_287,12n_287,[4; 10; 12; 14; 20; 2; 18; -22; 6; 24; -16; 8]
12n_288,12n_288,[4; 10; 12; -16; 2; 8; -18; -22; -6; -24; -14; -20]
12n_289,12n_289,[4; 10; 12; -16; 2; 8; 18; 22; -6; 24; 14; 20]
12n_290,12n_290,[4; 10; 12; -16; 2; 8; -20; -6; -22; -24; -14; -18]
12n_291,12n_291,[4; 10; 12; -16; 2; 8; 20; -6; 22; 24; 14; 18]
12n_292,12n_292,[4; 10; 12; 16; 2; 8; -20; 6; -22; -24; -14; -18]
12n_293,12n_293,[4; 10; 12; -16; 2; 8; -20; -6; -24; -22; -14; -18]
12n_294,12n_294,[4; 10; 12; -16; -18; 2; 20; 22; -8; -6; 24; 14]
12n_295,12n_295,[4; 10; 12; -16; -18; 2; 22; -6; -20; -8; 24; 14]
12n_296,12n_296,[4; 10; 12; 16; 18; 2; -22; 6; 20; 8; -24; -14]
12n_297,12n_297,[4; 10; 12; 16; 18; 2; -22; 8; 6; -24; -14; -20]
12n_298,12n_298,[4; 10; 12; -16; -20; 2; -18; -8; -22; -24; -6; -14]
12n_299,12n_299,[4; 10; 12; -16; -20; 2; 18; -22; -6; 24; -8; -14]
12n_300,12n_300,[4; 10; 12; -16; -20; 2; 22; -18; -8; -6; 24; 14]
12n_301,12n_301,[4; 10; 12; 16; 20; 2; -22; 18; 8; 6; -24; -14]
12n_302,12n_302,[4; 10; 12; 16; 20; 2; 24; 8; -22; 6; 14; -18]
12n_303,12n_303,[4; 10; 12; -18; 2; 8; -20; -22; -6; -24; -14; -16]
12n_304,12n_304,[4; 10; 12; -18; 2; 8; 20; 22; -6; 24; 14; 16]
12n_305,12n_305,[4; 10; 12; 18; 2; 8; -20; -22; 6; -24; -14; -16]
12n_306,12n_306,[4; 10; 12; -18; 2; 8; -20; -22; -6; -24; -16; -14]
12n_307,12n_307,[4; 10; 12; -18; 2; 8; 20; 22; -6; 24; 16; 14]
12n_308,12n_308,[4; 10; 12; 18; 2; 8; -20; -22; 6; -24; -16; -14]
12n_309,12n_309,[4; 10; 12; -18; 2; 8; -20; -22; -24; -6; -14; -16]
12n_310,12n_310,[4; 10; 12; -18; 2; 8; -20; -22; -24; -6; -16; -14]
12n_311,12n_311,[4; 10; 12; -18; -22; 2; -20; -24; -8; -14; -6; -16]
12n_312,12n_312,[4; 10; 12; -20; -16; 2; -18; -8; -24; -22; -6; -14]
12n_313,12n_313,[4; 10; 12; -20; -16; 2; -22; -8; -24; -14; -6; -18]
12n_314,12n_314,[4; 10; 12; -22; -20; 2; -18; -8; -6; -24; -16; -14]
12n_315,12n_315,[4; 10; -14; -12; 2; -18; -20; -22; -24; -8; -6; -16]
12n_316,12n_316,[4; 10; -14; 12; 2; 18; -20; 22; 24; 8; -6; 16]
12n_317,12n_317,[4; 10; -14; 12; 2; 18; 20; -22; -24; 8; -6; -16]
12n_318,12n_318,[4; 10; 14; -12; 2; -18; 20; -22; -24; -8; 6; -16]
12n_319,12n_319,[4; 10; 14; -12; 2; -18; 20; 22; 24; -8; 6; 16]
12n_320,12n_320,[4; 10; 14; 12; 2; 18; 20; -22; -24; 8; 6; -16]
12n_321,12n_321,[4; 10; -14; 12; 2; 18; -20; 24; 22; 8; -6; 16]
12n_322,12n_322,[4; 10; -14; 12; 2; 18; 20; -24; -22; 8; -6; -16]
12n_323,12n_323,[4; 10; 14; -12; 2; -18; 20; -24; -22; -8; 6; -16]
12n_324,12n_324,[4; 10; 14; -12; 2; -18; 20; 24; 22; -8; 6; 16]
12n_325,12n_325,[4; 10; 14; 12; 2; 18; 20; -24; -22; 8; 6; -16]
12n_326,12n_326,[4; 10; -14; -12; 2; -20; -18; -22; -6; -8; -24; -16]
12n_327,12n_327,[4; 10; -14; 12; 2; 20; -18; 22; -6; 8; 24; 16]
12n_328,12n_328,[4; 10; 14; -12; 2; -20; 18; -22; 6; -8; -24; -16]
12n_329,12n_329,[4; 10; -14; -12; -20; 2; -6; -22; -24; -8; -18; -16]
12n_330,12n_330,[4; 10; -14; -12; 20; 2; -6; 22; 24; 8; 18; 16]
12n_331,12n_331,[4; 10; 14; 12; -20; 2; 6; -22; -24; -8; -18; -16]
12n_332,12n_332,[4; 10; -14; -12; -20; 2; -6; -24; -22; -8; -18; -16]
12n_333,12n_333,[4; 10; -14; -12; 20; 2; -6; 24; 22; 8; 18; 16]
12n_334,12n_334,[4; 10; 14; 12; -20; 2; 6; -24; -22; -8; -18; -16]
12n_335,12n_335,[4; 10; -14; -12; 20; 2; -16; -6; 22; 24; 8; 18]
12n_336,12n_336,[4; 10; 14; 12; -20; 2; 16; 6; -22; -24; -8; -18]
12n_337,12n_337,[4; 10; 14; 12; -20; 2; 16; 6; -24; -22; -8; -18]
12n_338,12n_338,[4; 10; -14; -16; 2; -18; -22; -6; -8; -24; -12; -20]
12n_339,12n_339,[4; 10; -14; -16; 2; 18; 22; -6; -8; 24; 12; 20]
12n_340,12n_340,[4; 10; 14; 16; 2; -18; -22; 6; 8; -24; -12; -20]
12n_341,12n_341,[4; 10; -14; -16; 2; -18; -22; -8; -6; -24; -12; -20]
12n_342,12n_342,[4; 10; -14; -16; 2; 18; 22; -8; -6; 24; 12; 20]
12n_343,12n_343,[4; 10; 14; 16; 2; -18; -22; 8; 6; -24; -12; -20]
12n_344,12n_344,[4; 10; -14; -16; 2; -20; -8; -6; -22; -24; -12; -18]
12n_345,12n_345,[4; 10; -14; -16; 2; 20; -8; -6; 22; 24; 12; 18]
12n_346,12n_346,[4; 10; 14; 16; 2; -20; 8; 6; -22; -24; -12; -18]
12n_347,12n_347,[4; 10; -14; -16; 2; -20; -8; -6; -24; -22; -12; -18]
12n_348,12n_348,[4; 10; -14; -16; -18; 2; -20; -6; -24; -22; -12; -8]
12n_349,12n_349,[4; 10; -14; -16; 18; 2; -20; -6; 24; -22; -12; 8]
12n_350,12n_350,[4; 10; -14; -16; 18; 2; 20; -6; 24; 22; 12; 8]
12n_351,12n_351,[4; 10; 14; 16; 18; 2; -20; 6; 24; -22; -12; 8]
12n_352,12n_352,[4; 10; -14; -16; -18; 2; -22; -24; -20; -8; -12; -6]
12n_353,12n_353,[4; 10; -14; 16; 18; 2; 22; -24; 20; 8; 12; -6]
12n_354,12n_354,[4; 10; 14; -16; -18; 2; 22; 24; -20; -8; 12; 6]
12n_355,12n_355,[4; 10; -14; -16; -20; 2; -18; -24; -22; -12; -8; -6]
12n_356,12n_356,[4; 10; -14; -16; 20; 2; -18; -24; -22; -12; 8; -6]
12n_357,12n_357,[4; 10; -14; -16; 20; 2; 18; -24; -22; 12; 8; -6]
12n_358,12n_358,[4; 10; -14; 16; 20; 2; -18; -24; 22; -12; 8; -6]
12n_359,12n_359,[4; 10; -14; 16; 20; 2; 18; -24; 22; 12; 8; -6]
12n_360,12n_360,[4; 10; 14; -16; -20; 2; 18; 24; -22; 12; -8; 6]
12n_361,12n_361,[4; 10; 14; -16; 20; 2; 18; 24; -22; 12; 8; -6]
12n_362,12n_362,[4; 10; 14; 16; -20; 2; 18; 24; 22; 12; -8; 6]
12n_363,12n_363,[4; 10; -14; -16; 20; 2; 22; -18; -6; 24; 12; 8]
12n_364,12n_364,[4; 10; -14; -16; -22; 2; -18; -20; -12; -6; -24; -8]
12n_365,12n_365,[4; 10; 14; 16; -22; 2; 18; 20; 12; 6; -24; -8]
12n_366,12n_366,[4; 10; -14; -16; -22; 2; -20; -6; -24; -8; -12; -18]
12n_367,12n_367,[4; 10; -14; -16; 22; 2; 20; -6; 24; 8; 12; 18]
12n_368,12n_368,[4; 10; -14; -18; 2; -20; -6; -22; -12; -8; -24; -16]
12n_369,12n_369,[4; 10; 14; 18; 2; 20; 6; -22; 12; 8; -24; -16]
12n_370,12n_370,[4; 10; -14; -18; 2; 20; -8; 24; -6; 22; 12; 16]
12n_371,12n_371,[4; 10; 14; 18; 2; -20; 8; -24; 6; -22; -12; -16]
12n_372,12n_372,[4; 10; 14; 18; 2; -20; 8; 24; 6; -22; -12; 16]
12n_373,12n_373,[4; 10; 14; 18; 2; 20; 8; -24; 6; 22; 12; -16]
12n_374,12n_374,[4; 10; -14; -18; 2; -20; -24; -6; -22; -8; -12; -16]
12n_375,12n_375,[4; 10; -14; 18; 2; -20; -24; -6; -22; 8; -12; -16]
12n_376,12n_376,[4; 10; -14; 18; 2; 20; -24; -6; -22; 8; 12; -16]
12n_377,12n_377,[4; 10; 14; -18; 2; 20; 24; 6; 22; -8; 12; 16]
12n_378,12n_378,[4; 10; 14; 18; 2; 20; 24; 6; -22; 8; 12; -16]
12n_379,12n_379,[4; 10; -14; -18; 2; -22; -8; -20; -6; -16; -24; -12]
12n_380,12n_380,[4; 10; -14; -18; 2; 22; -8; -20; -6; -16; 24; 12]
12n_381,12n_381,[4; 10; 14; -18; 2; -22; 8; -24; -20; -6; -12; -16]
12n_382,12n_382,[4; 10; 14; -18; 2; 22; 8; -24; -20; -6; 12; -16]
12n_383,12n_383,[4; 10; 14; -18; 2; 22; 8; 24; -20; -6; 12; 16]
12n_384,12n_384,[4; 10; 14; 18; 2; -22; 8; 24; 20; 6; -12; 16]
12n_385,12n_385,[4; 10; 14; 18; 2; 22; 8; -24; 20; 6; 12; -16]
12n_386,12n_386,[4; 10; -14; -18; 2; -22; -24; -6; -20; -8; -16; -12]
12n_387,12n_387,[4; 10; -14; -18; 2; -22; -24; -8; -20; -6; -16; -12]
12n_388,12n_388,[4; 10; -14; -18; 2; 22; 24; -8; -20; -6; -16; 12]
12n_389,12n_389,[4; 10; 14; 18; 2; -22; -24; 8; 20; 6; 16; -12]
12n_390,12n_390,[4; 10; 14; 18; 2; 24; -20; 8; 22; 6; -12; 16]
12n_391,12n_391,[4; 10; 14; 18; 2; 24; 20; 8; -22; 6; 12; -16]
12n_392,12n_392,[4; 10; 14; -18; -16; 2; 20; 24; -8; 22; 12; 6]
12n_393,12n_393,[4; 10; -14; -18; -16; 2; -20; -24; -22; -6; -12; -8]
12n_394,12n_394,[4; 10; -14; -18; -16; 2; 20; -24; -22; -6; 12; -8]
12n_395,12n_395,[4; 10; -14; -18; 16; 2; -20; 24; 22; -6; -12; 8]
12n_396,12n_396,[4; 10; 14; 18; 16; 2; -20; 24; 22; 6; -12; 8]
12n_397,12n_397,[4; 10; -14; -18; -16; 2; -22; -24; -20; -8; -12; -6]
12n_398,12n_398,[4; 10; -14; -18; -16; 2; 22; -24; -20; -8; 12; -6]
12n_399,12n_399,[4; 10; -14; 18; 16; 2; 22; -24; 20; 8; 12; -6]
12n_400,12n_400,[4; 10; 14; -18; -16; 2; 22; 24; -20; -8; 12; 6]
12n_401,12n_401,[4; 10; 14; 18; 16; 2; -22; 24; 20; 8; -12; 6]
12n_402,12n_402,[4; 10; -14; -18; -22; 2; -20; -24; -6; -8; -12; -16]
12n_403,12n_403,[4; 10; -14; -18; 22; 2; -20; 24; -6; -8; -12; 16]
12n_404,12n_404,[4; 10; -14; -18; -22; 2; -20; -24; -8; -6; -12; -16]
12n_405,12n_405,[4; 10; -14; -20; 2; -16; -18; -8; -24; -22; -6; -12]
12n_406,12n_406,[4; 10; -14; -20; 2; -16; -22; -8; -24; -12; -6; -18]
12n_407,12n_407,[4; 10; -14; 20; 2; -16; -22; -8; -24; -12; 6; -18]
12n_408,12n_408,[4; 10; 14; -20; 2; 16; 22; 8; 24; 12; -6; 18]
12n_409,12n_409,[4; 10; -14; -20; 2; -18; -6; -22; -24; -8; -12; -16]
12n_410,12n_410,[4; 10; 14; 20; 2; 18; 6; -22; -24; 8; 12; -16]
12n_411,12n_411,[4; 10; -14; -20; 2; -18; -6; -24; -22; -8; -12; -16]
12n_412,12n_412,[4; 10; -14; -20; 2; -18; -8; -22; -24; -12; -6; -16]
12n_413,12n_413,[4; 10; 14; 20; 2; 18; 8; -22; -24; 12; 6; -16]
12n_414,12n_414,[4; 10; -14; -20; 2; -18; -8; -24; -22; -12; -6; -16]
12n_415,12n_415,[4; 10; 14; 20; 2; 18; 8; -24; -22; 12; 6; -16]
12n_416,12n_416,[4; 10; -14; -20; 2; -18; -16; -6; -24; -22; -8; -12]
12n_417,12n_417,[4; 10; -14; -20; 2; 18; -16; -6; 24; -22; -8; 12]
12n_418,12n_418,[4; 10; -14; -20; 2; -18; -24; -6; -12; -22; -8; -16]
12n_419,12n_419,[4; 10; -14; -20; 2; -18; -24; -22; -8; -12; -16; -6]
12n_420,12n_420,[4; 10; 14; 20; 2; -18; 24; 22; 8; -12; 16; 6]
12n_421,12n_421,[4; 10; -14; -20; -18; 2; -6; -12; -22; -24; -16; -8]
12n_422,12n_422,[4; 10; -14; 20; 18; 2; -6; -12; 22; 24; 16; 8]
12n_423,12n_423,[4; 10; 14; -20; -18; 2; 6; 12; -22; -24; -16; -8]
12n_424,12n_424,[4; 10; -14; -22; 2; -18; -8; -20; -12; -24; -6; -16]
12n_425,12n_425,[4; 10; -14; -22; 2; 18; -8; 20; 12; 24; -6; 16]
12n_426,12n_426,[4; 10; 14; 22; 2; -18; 8; -20; -12; -24; 6; -16]
12n_427,12n_427,[4; 10; 14; 22; 2; -18; 8; 20; -12; 24; 6; 16]
12n_428,12n_428,[4; 10; 14; 22; 2; 18; 8; -20; 12; -24; 6; -16]
12n_429,12n_429,[4; 10; -14; -22; -16; 2; -20; -24; -8; -6; -12; -18]
12n_430,12n_430,[4; 10; -14; -22; -16; 2; 20; -24; -8; -6; 12; -18]
12n_431,12n_431,[4; 10; 14; 22; 16; 2; -20; 24; 8; 6; -12; 18]
12n_432,12n_432,[4; 10; -14; -22; -20; 2; -18; -24; -6; -12; -8; -16]
12n_433,12n_433,[4; 10; -14; -22; -20; 2; -18; -24; -8; -12; -16; -6]
12n_434,12n_434,[4; 10; 14; -22; -20; 2; -18; 24; -8; -12; -16; -6]
12n_435,12n_435,[4; 10; -14; -24; -18; 2; -22; -6; -20; -8; -12; -16]
12n_436,12n_436,[4; 10; -14; -24; -18; 2; 22; -6; -20; -8; 12; -16]
12n_437,12n_437,[4; 10; 16; 12; 2; 8; -20; 6; -22; -24; -14; -18]
12n_438,12n_438,[4; 10; -16; -12; 2; -18; -20; -22; -24; -8; -14; -6]
12n_439,12n_439,[4; 10; -16; -12; 2; -18; 20; 22; -24; -8; 14; -6]
12n_440,12n_440,[4; 10; -16; 12; 2; 18; 20; 22; -24; 8; 14; -6]
12n_441,12n_441,[4; 10; 16; 12; 2; 18; -20; -22; 24; 8; -14; 6]
12n_442,12n_442,[4; 10; -16; -12; 2; -18; -22; -20; -24; -8; -14; -6]
12n_443,12n_443,[4; 10; -16; -12; 2; -18; 22; 20; -24; -8; 14; -6]
12n_444,12n_444,[4; 10; -16; 12; 2; 18; 22; 20; -24; 8; 14; -6]
12n_445,12n_445,[4; 10; 16; 12; 2; 18; -22; -20; 24; 8; -14; 6]
12n_446,12n_446,[4; 10; -16; -12; -20; 2; -18; -24; -6; -22; -8; -14]
12n_447,12n_447,[4; 10; -16; -12; -20; 2; -22; -18; -6; -24; -8; -14]
12n_448,12n_448,[4; 10; 16; 12; -20; 2; 22; 24; 6; 14; -8; 18]
12n_449,12n_449,[4; 10; -16; -14; 2; -18; -22; -20; -24; -8; -6; -12]
12n_450,12n_450,[4; 10; -16; -14; 2; 18; -22; -20; 24; -8; -6; -12]
12n_451,12n_451,[4; 10; -16; 14; 2; -18; -22; 20; -24; -8; 6; -12]
12n_452,12n_452,[4; 10; -16; 14; 2; 18; 22; -20; 24; -8; 6; 12]
12n_453,12n_453,[4; 10; 16; -14; 2; 18; 22; -20; 24; 8; -6; 12]
12n_454,12n_454,[4; 10; -16; -14; 2; -20; -8; -6; -22; -24; -12; -18]
12n_455,12n_455,[4; 10; -16; -14; 2; 20; -8; -6; 22; 24; 12; 18]
12n_456,12n_456,[4; 10; 16; 14; 2; -20; 8; 6; -22; -24; -12; -18]
12n_457,12n_457,[4; 10; -16; -14; 2; -20; -8; -6; -24; -22; -12; -18]
12n_458,12n_458,[4; 10; -16; -14; 2; 24; -18; -20; -22; -8; -6; 12]
12n_459,12n_459,[4; 10; 16; -14; 2; 24; 22; -20; 12; 8; -6; 18]
12n_460,12n_460,[4; 10; 16; 14; 12; 2; 22; 20; -24; 6; 8; -18]
12n_461,12n_461,[4; 10; -16; -14; -18; 2; -22; -20; -12; -24; -6; -8]
12n_462,12n_462,[4; 10; -16; 14; -18; 2; 22; -20; -12; -24; 6; -8]
12n_463,12n_463,[4; 10; 16; -14; 18; 2; -22; 20; 12; 24; -6; 8]
12n_464,12n_464,[4; 10; -16; -14; -20; 2; -18; -24; -22; -8; -12; -6]
12n_465,12n_465,[4; 10; 16; 14; -20; 2; -18; 24; 22; -8; -12; 6]
12n_466,12n_466,[4; 10; -16; -18; 2; -20; -22; -8; -6; -24; -12; -14]
12n_467,12n_467,[4; 10; -16; -18; 2; 20; 22; -8; -6; 24; 12; 14]
12n_468,12n_468,[4; 10; 16; 18; 2; -20; -22; 8; 6; -24; -12; -14]
12n_469,12n_469,[4; 10; -16; -18; 2; -20; -22; -8; -6; -24; -14; -12]
12n_470,12n_470,[4; 10; -16; -18; 2; 20; 22; -8; -6; 24; 14; 12]
12n_471,12n_471,[4; 10; 16; 18; 2; -20; -22; 8; 6; -24; -14; -12]
12n_472,12n_472,[4; 10; -16; -18; 2; -20; -22; -24; -6; -8; -12; -14]
12n_473,12n_473,[4; 10; -16; -18; 2; -20; -22; -24; -6; -8; -14; -12]
12n_474,12n_474,[4; 10; -16; -18; 2; -20; -22; -24; -8; -6; -12; -14]
12n_475,12n_475,[4; 10; -16; -18; 2; 20; 22; 24; -8; -6; 12; 14]
12n_476,12n_476,[4; 10; 16; 18; 2; -20; -22; -24; 8; 6; -12; -14]
12n_477,12n_477,[4; 10; -16; -18; 2; -20; -22; -24; -8; -6; -14; -12]
12n_478,12n_478,[4; 10; -16; -18; 2; 20; 22; 24; -8; -6; 14; 12]
12n_479,12n_479,[4; 10; 16; 18; 2; -20; -22; -24; 8; 6; -14; -12]
12n_480,12n_480,[4; 10; -16; -18; 14; 2; 20; 24; -6; 22; 12; 8]
12n_481,12n_481,[4; 10; -16; 18; 14; 2; 20; 24; -22; 8; 12; -6]
12n_482,12n_482,[4; 10; -16; -18; 14; 2; 22; 24; -20; -6; 12; 8]
12n_483,12n_483,[4; 10; -16; -18; -20; 2; -8; -24; -22; -14; -12; -6]
12n_484,12n_484,[4; 10; -16; -20; 2; -18; -8; -22; -24; -12; -14; -6]
12n_485,12n_485,[4; 10; -16; 20; 2; 18; 8; 22; -24; 12; 14; -6]
12n_486,12n_486,[4; 10; -16; -20; 2; 18; -22; -6; 24; -8; -12; -14]
12n_487,12n_487,[4; 10; -16; -20; 2; 18; 22; -6; 24; -8; 12; 14]
12n_488,12n_488,[4; 10; 16; 20; 2; -18; -22; 6; -24; 8; -12; -14]
12n_489,12n_489,[4; 10; 16; 20; 2; 18; -22; 6; 24; 8; -12; -14]
12n_490,12n_490,[4; 10; -16; -20; 2; 18; -22; -6; 24; -8; -14; -12]
12n_491,12n_491,[4; 10; -16; -20; 2; -18; -22; -8; -24; -14; -6; -12]
12n_492,12n_492,[4; 10; 16; 20; 2; 18; -22; -24; 8; 12; 6; -14]
12n_493,12n_493,[4; 10; 16; 20; 2; 18; -24; -22; 8; 12; 6; -14]
12n_494,12n_494,[4; 10; -16; -20; 2; -22; -24; -6; -14; -8; -18; -12]
12n_495,12n_495,[4; 10; -16; -20; 2; 22; 24; -6; -14; -8; -18; 12]
12n_496,12n_496,[4; 10; 16; 20; 2; -22; -24; 6; 14; 8; 18; -12]
12n_497,12n_497,[4; 10; -16; -20; 2; 24; 18; -6; 22; -8; -14; 12]
12n_498,12n_498,[4; 10; -16; -20; -18; 2; -22; -6; -12; -24; -14; -8]
12n_499,12n_499,[4; 10; -16; -22; 2; -18; -6; -20; -24; -8; -14; -12]
12n_500,12n_500,[4; 10; -16; -22; 2; -18; -20; -8; -24; -12; -14; -6]
12n_501,12n_501,[4; 10; -16; -22; 2; -18; -20; -8; -24; -14; -12; -6]
12n_502,12n_502,[4; 10; -16; -22; 2; -18; -20; -24; -8; -12; -14; -6]
12n_503,12n_503,[4; 10; -16; -22; 2; -18; -20; -24; -8; -14; -12; -6]
