Name,DT Name,PD Notation
12n_91,12n_91,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[20;14;21;13];[10;16;11;15];[22;18;23;17];[24;20;1;19];[14;22;15;21];[18;24;19;23]]
12n_92,12n_92,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[13;20;14;21];[10;16;11;15];[17;22;18;23];[19;24;20;1];[21;14;22;15];[23;18;24;19]]
12n_93,12n_93,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;16;10;17];[11;7;12;6];[20;14;21;13];[15;10;16;11];[22;18;23;17];[24;20;1;19];[14;22;15;21];[18;24;19;23]]
12n_94,12n_94,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;10;17;9];[6;11;7;12];[20;14;21;13];[10;16;11;15];[24;18;1;17];[22;20;23;19];[14;22;15;21];[18;24;19;23]]
12n_95,12n_95,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;16;10;17];[6;11;7;12];[13;20;14;21];[15;10;16;11];[17;24;18;1];[19;22;20;23];[21;14;22;15];[23;18;24;19]]
12n_96,12n_96,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[20;14;21;13];[10;16;11;15];[24;18;1;17];[22;20;23;19];[14;22;15;21];[18;24;19;23]]
12n_97,12n_97,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;9;17;10];[6;11;7;12];[22;13;23;14];[18;15;19;16];[10;17;11;18];[24;20;1;19];[14;21;15;22];[20;24;21;23]]
12n_98,12n_98,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[16;10;17;9];[18;11;19;12];[6;14;7;13];[20;16;21;15];[24;18;1;17];[22;19;23;20];[14;22;15;21];[10;23;11;24]]
12n_99,12n_99,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;16;10;17];[11;19;12;18];[6;14;7;13];[15;20;16;21];[17;24;18;1];[19;23;20;22];[21;14;22;15];[23;11;24;10]]
12n_100,12n_100,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[16;10;17;9];[22;12;23;11];[6;14;7;13];[20;16;21;15];[24;18;1;17];[10;20;11;19];[14;22;15;21];[18;24;19;23]]
12n_101,12n_101,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;16;10;17];[11;22;12;23];[6;14;7;13];[15;20;16;21];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;18;24;19]]
12n_102,12n_102,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[16;10;17;9];[22;12;23;11];[13;6;14;7];[20;16;21;15];[24;18;1;17];[10;20;11;19];[14;22;15;21];[18;24;19;23]]
12n_103,12n_103,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;10;19;9];[6;11;7;12];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[14;22;15;21];[16;24;17;23]]
12n_104,12n_104,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;18;10;19];[6;11;7;12];[13;20;14;21];[15;22;16;23];[17;10;18;11];[19;24;20;1];[21;14;22;15];[23;16;24;17]]
12n_105,12n_105,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[14;22;15;21];[16;24;17;23]]
12n_106,12n_106,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[13;20;14;21];[15;22;16;23];[10;18;11;17];[19;24;20;1];[21;14;22;15];[23;16;24;17]]
12n_107,12n_107,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;7;12;6];[20;14;21;13];[22;16;23;15];[17;10;18;11];[24;20;1;19];[14;22;15;21];[16;24;17;23]]
12n_108,12n_108,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;10;19;9];[6;11;7;12];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[16;22;17;21];[14;24;15;23]]
12n_109,12n_109,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;18;10;19];[6;11;7;12];[13;20;14;21];[15;22;16;23];[17;10;18;11];[19;24;20;1];[21;16;22;17];[23;14;24;15]]
12n_110,12n_110,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[16;22;17;21];[14;24;15;23]]
12n_111,12n_111,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[13;20;14;21];[15;22;16;23];[10;18;11;17];[19;24;20;1];[21;16;22;17];[23;14;24;15]]
12n_112,12n_112,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;7;12;6];[20;14;21;13];[22;16;23;15];[17;10;18;11];[24;20;1;19];[16;22;17;21];[14;24;15;23]]
12n_113,12n_113,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[14;21;15;22];[16;23;17;24]]
12n_114,12n_114,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;19;10;18];[6;11;7;12];[13;21;14;20];[15;23;16;22];[17;1;18;24];[19;11;20;10];[21;15;22;14];[23;17;24;16]]
12n_115,12n_115,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;7;12;6];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[14;21;15;22];[16;23;17;24]]
12n_116,12n_116,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]]
12n_117,12n_117,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;19;10;18];[6;11;7;12];[13;21;14;20];[15;23;16;22];[17;1;18;24];[19;11;20;10];[21;17;22;16];[23;15;24;14]]
12n_118,12n_118,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;7;12;6];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]]
12n_119,12n_119,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;10;19;9];[6;11;7;12];[22;14;23;13];[20;15;21;16];[10;18;11;17];[16;19;17;20];[24;22;1;21];[14;24;15;23]]
12n_120,12n_120,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[22;13;23;14];[24;15;1;16];[20;17;21;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]]
12n_121,12n_121,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[24;13;1;14];[22;15;23;16];[20;17;21;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]]
12n_122,12n_122,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[18;9;19;10];[16;12;17;11];[6;14;7;13];[20;15;21;16];[24;17;1;18];[22;20;23;19];[14;21;15;22];[10;23;11;24]]
12n_123,12n_123,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;19;10;18];[11;16;12;17];[6;14;7;13];[15;21;16;20];[17;1;18;24];[19;22;20;23];[21;15;22;14];[23;11;24;10]]
12n_124,12n_124,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[18;9;19;10];[16;12;17;11];[13;6;14;7];[20;15;21;16];[24;17;1;18];[22;20;23;19];[14;21;15;22];[10;23;11;24]]
12n_125,12n_125,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[18;9;19;10];[20;12;21;11];[6;14;7;13];[10;15;11;16];[22;18;23;17];[14;20;15;19];[24;21;1;22];[16;24;17;23]]
12n_126,12n_126,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;19;10;18];[11;20;12;21];[6;14;7;13];[15;11;16;10];[17;22;18;23];[19;14;20;15];[21;1;22;24];[23;16;24;17]]
12n_127,12n_127,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[20;10;21;9];[18;11;19;12];[6;14;7;13];[10;15;11;16];[22;17;23;18];[14;19;15;20];[24;22;1;21];[16;23;17;24]]
12n_128,12n_128,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;20;10;21];[11;19;12;18];[6;14;7;13];[15;11;16;10];[17;23;18;22];[19;15;20;14];[21;24;22;1];[23;17;24;16]]
12n_129,12n_129,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[20;10;21;9];[18;11;19;12];[13;6;14;7];[10;15;11;16];[22;17;23;18];[14;19;15;20];[24;22;1;21];[16;23;17;24]]
12n_130,12n_130,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[22;10;23;9];[6;11;7;12];[16;13;17;14];[20;15;21;16];[24;17;1;18];[14;19;15;20];[10;22;11;21];[18;23;19;24]]
12n_131,12n_131,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;22;10;23];[6;11;7;12];[13;17;14;16];[15;21;16;20];[17;1;18;24];[19;15;20;14];[21;10;22;11];[23;19;24;18]]
12n_132,12n_132,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[16;13;17;14];[20;15;21;16];[24;17;1;18];[14;19;15;20];[10;22;11;21];[18;23;19;24]]
12n_133,12n_133,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[13;17;14;16];[15;21;16;20];[17;1;18;24];[19;15;20;14];[10;22;11;21];[23;19;24;18]]
12n_134,12n_134,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[22;10;23;9];[6;11;7;12];[18;14;19;13];[20;16;21;15];[24;18;1;17];[14;20;15;19];[10;22;11;21];[16;24;17;23]]
12n_135,12n_135,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;22;10;23];[6;11;7;12];[13;18;14;19];[15;20;16;21];[17;24;18;1];[19;14;20;15];[21;10;22;11];[23;16;24;17]]
12n_136,12n_136,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[18;14;19;13];[20;16;21;15];[24;18;1;17];[14;20;15;19];[10;22;11;21];[16;24;17;23]]
12n_137,12n_137,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[13;18;14;19];[15;20;16;21];[17;24;18;1];[19;14;20;15];[10;22;11;21];[23;16;24;17]]
12n_138,12n_138,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;22;10;23];[11;7;12;6];[18;14;19;13];[20;16;21;15];[24;18;1;17];[14;20;15;19];[21;10;22;11];[16;24;17;23]]
12n_139,12n_139,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[22;10;23;9];[16;12;17;11];[6;14;7;13];[20;15;21;16];[24;17;1;18];[10;20;11;19];[14;21;15;22];[18;23;19;24]]
12n_140,12n_140,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;22;10;23];[11;16;12;17];[6;14;7;13];[15;21;16;20];[17;1;18;24];[19;10;20;11];[21;15;22;14];[23;19;24;18]]
12n_141,12n_141,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[22;10;23;9];[16;12;17;11];[13;6;14;7];[20;15;21;16];[24;17;1;18];[10;20;11;19];[14;21;15;22];[18;23;19;24]]
12n_142,12n_142,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;12;19;11];[20;13;21;14];[22;16;23;15];[10;18;11;17];[6;20;7;19];[24;21;1;22];[14;24;15;23]]
12n_143,12n_143,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;12;19;11];[22;14;23;13];[20;15;21;16];[10;18;11;17];[6;20;7;19];[24;22;1;21];[14;24;15;23]]
12n_144,12n_144,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;11;19;12];[22;13;23;14];[24;15;1;16];[20;18;21;17];[10;19;11;20];[6;22;7;21];[14;23;15;24]]
12n_145,12n_145,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;11;19;12];[24;13;1;14];[22;15;23;16];[20;18;21;17];[10;19;11;20];[6;22;7;21];[14;23;15;24]]
12n_146,12n_146,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[18;7;19;8];[9;2;10;3];[16;11;17;12];[22;13;23;14];[6;15;7;16];[10;17;11;18];[24;20;1;19];[14;21;15;22];[20;24;21;23]]
12n_147,12n_147,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[20;7;21;8];[9;2;10;3];[18;12;19;11];[22;14;23;13];[6;15;7;16];[10;18;11;17];[16;20;17;19];[24;22;1;21];[14;24;15;23]]
12n_148,12n_148,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[20;7;21;8];[9;2;10;3];[18;11;19;12];[22;13;23;14];[24;15;1;16];[6;17;7;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]]
12n_149,12n_149,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[20;7;21;8];[9;2;10;3];[18;11;19;12];[24;13;1;14];[22;15;23;16];[6;17;7;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]]
12n_150,12n_150,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[18;11;19;12];[20;14;21;13];[6;16;7;15];[24;18;1;17];[22;19;23;20];[12;22;13;21];[10;23;11;24]]
12n_151,12n_151,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;19;12;18];[13;20;14;21];[6;16;7;15];[17;24;18;1];[19;23;20;22];[21;12;22;13];[23;11;24;10]]
12n_152,12n_152,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[18;11;19;12];[20;14;21;13];[15;6;16;7];[24;18;1;17];[22;19;23;20];[12;22;13;21];[10;23;11;24]]
12n_153,12n_153,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[18;12;19;11];[22;14;23;13];[6;16;7;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]]
12n_154,12n_154,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;18;12;19];[13;22;14;23];[6;16;7;15];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;20;24;21]]
12n_155,12n_155,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[18;12;19;11];[22;14;23;13];[15;6;16;7];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]]
12n_156,12n_156,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[18;11;19;12];[22;13;23;14];[6;16;7;15];[20;18;21;17];[10;19;11;20];[24;22;1;21];[12;23;13;24]]
12n_157,12n_157,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;19;12;18];[13;23;14;22];[6;16;7;15];[17;20;18;21];[19;11;20;10];[21;24;22;1];[23;13;24;12]]
12n_158,12n_158,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[18;11;19;12];[22;13;23;14];[15;6;16;7];[20;18;21;17];[10;19;11;20];[24;22;1;21];[12;23;13;24]]
12n_159,12n_159,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[16;9;17;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[10;17;11;18];[22;19;23;20];[12;21;13;22];[18;23;19;24]]
12n_160,12n_160,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[16;9;17;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[12;17;13;18];[22;20;23;19];[10;21;11;22];[18;24;19;23]]
12n_161,12n_161,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;17;10;16];[11;21;12;20];[6;13;7;14];[15;1;16;24];[17;13;18;12];[19;22;20;23];[21;11;22;10];[23;18;24;19]]
12n_162,12n_162,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[16;9;17;10];[20;11;21;12];[13;7;14;6];[24;15;1;16];[12;17;13;18];[22;20;23;19];[10;21;11;22];[18;24;19;23]]
12n_163,12n_163,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[18;13;19;14];[6;16;7;15];[24;18;1;17];[22;20;23;19];[12;22;13;21];[10;23;11;24]]
12n_164,12n_164,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;20;12;21];[13;19;14;18];[6;16;7;15];[17;24;18;1];[19;22;20;23];[21;12;22;13];[23;11;24;10]]
12n_165,12n_165,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[20;12;21;11];[18;13;19;14];[15;6;16;7];[24;18;1;17];[22;20;23;19];[12;22;13;21];[10;23;11;24]]
12n_166,12n_166,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[6;16;7;15];[24;18;1;17];[10;20;11;19];[12;22;13;21];[18;24;19;23]]
12n_167,12n_167,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;20;12;21];[13;22;14;23];[6;16;7;15];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;18;24;19]]
12n_168,12n_168,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[15;6;16;7];[24;18;1;17];[10;20;11;19];[12;22;13;21];[18;24;19;23]]
12n_169,12n_169,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[6;16;7;15];[24;18;1;17];[12;20;13;19];[10;22;11;21];[18;24;19;23]]
12n_170,12n_170,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;20;12;21];[13;22;14;23];[6;16;7;15];[17;24;18;1];[19;12;20;13];[21;10;22;11];[23;18;24;19]]
12n_171,12n_171,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[15;6;16;7];[24;18;1;17];[12;20;13;19];[10;22;11;21];[18;24;19;23]]
12n_172,12n_172,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[24;14;1;13];[6;16;7;15];[12;18;13;17];[22;19;23;20];[10;22;11;21];[18;23;19;24]]
12n_173,12n_173,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[16;11;17;12];[6;13;7;14];[20;16;21;15];[22;17;23;18];[24;20;1;19];[12;22;13;21];[10;23;11;24]]
12n_174,12n_174,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;17;12;16];[6;13;7;14];[15;20;16;21];[17;23;18;22];[19;24;20;1];[21;12;22;13];[23;11;24;10]]
12n_175,12n_175,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[16;11;17;12];[13;7;14;6];[20;16;21;15];[22;17;23;18];[24;20;1;19];[12;22;13;21];[10;23;11;24]]
12n_176,12n_176,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[11;17;12;16];[13;7;14;6];[15;20;16;21];[17;23;18;22];[24;20;1;19];[21;12;22;13];[10;23;11;24]]
12n_177,12n_177,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[18;10;19;9];[16;12;17;11];[22;14;23;13];[6;16;7;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]]
12n_178,12n_178,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;18;10;19];[11;16;12;17];[13;22;14;23];[6;16;7;15];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;20;24;21]]
12n_179,12n_179,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[18;10;19;9];[16;12;17;11];[22;14;23;13];[15;6;16;7];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]]
12n_180,12n_180,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[18;10;19;9];[16;12;17;11];[13;22;14;23];[15;6;16;7];[10;18;11;17];[19;24;20;1];[21;12;22;13];[23;20;24;21]]
12n_181,12n_181,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[9;18;10;19];[11;16;12;17];[22;14;23;13];[15;6;16;7];[17;10;18;11];[24;20;1;19];[12;22;13;21];[20;24;21;23]]
12n_182,12n_182,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[18;9;19;10];[16;12;17;11];[22;13;23;14];[6;16;7;15];[20;17;21;18];[10;19;11;20];[24;22;1;21];[12;23;13;24]]
12n_183,12n_183,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;19;10;18];[11;16;12;17];[13;23;14;22];[6;16;7;15];[17;21;18;20];[19;11;20;10];[21;24;22;1];[23;13;24;12]]
12n_184,12n_184,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[18;9;19;10];[16;12;17;11];[22;13;23;14];[15;6;16;7];[20;17;21;18];[10;19;11;20];[24;22;1;21];[12;23;13;24]]
12n_185,12n_185,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[20;12;21;11];[6;13;7;14];[22;16;23;15];[12;18;13;17];[10;20;11;19];[24;22;1;21];[16;24;17;23]]
12n_186,12n_186,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;20;12;21];[6;13;7;14];[15;22;16;23];[17;12;18;13];[19;10;20;11];[21;24;22;1];[23;16;24;17]]
12n_187,12n_187,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[20;12;21;11];[13;7;14;6];[22;16;23;15];[12;18;13;17];[10;20;11;19];[24;22;1;21];[16;24;17;23]]
12n_188,12n_188,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[20;12;21;11];[13;7;14;6];[15;22;16;23];[12;18;13;17];[10;20;11;19];[21;24;22;1];[23;16;24;17]]
12n_189,12n_189,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;7;14;6];[22;16;23;15];[17;12;18;13];[19;10;20;11];[24;22;1;21];[16;24;17;23]]
12n_190,12n_190,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[12;21;13;22];[16;23;17;24]]
12n_191,12n_191,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[6;13;7;14];[15;23;16;22];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;17;24;16]]
12n_192,12n_192,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[20;11;21;12];[13;7;14;6];[22;15;23;16];[24;17;1;18];[10;19;11;20];[12;21;13;22];[16;23;17;24]]
12n_193,12n_193,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[22;15;23;16];[24;17;1;18];[12;19;13;20];[10;21;11;22];[16;23;17;24]]
12n_194,12n_194,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[6;13;7;14];[15;23;16;22];[17;1;18;24];[19;13;20;12];[21;11;22;10];[23;17;24;16]]
12n_195,12n_195,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[20;11;21;12];[13;7;14;6];[22;15;23;16];[24;17;1;18];[12;19;13;20];[10;21;11;22];[16;23;17;24]]
12n_196,12n_196,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[20;11;21;12];[13;7;14;6];[15;23;16;22];[17;1;18;24];[12;19;13;20];[10;21;11;22];[23;17;24;16]]
12n_197,12n_197,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;7;14;6];[22;15;23;16];[24;17;1;18];[19;13;20;12];[21;11;22;10];[16;23;17;24]]
12n_198,12n_198,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[20;11;21;12];[6;13;7;14];[24;15;1;16];[12;18;13;17];[22;20;23;19];[10;21;11;22];[16;23;17;24]]
12n_199,12n_199,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[22;17;23;18];[10;19;11;20];[12;21;13;22];[16;23;17;24]]
12n_200,12n_200,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[22;17;23;18];[12;19;13;20];[10;21;11;22];[16;23;17;24]]
12n_201,12n_201,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[22;12;23;11];[6;13;7;14];[20;16;21;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[16;24;17;23]]
12n_202,12n_202,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;22;12;23];[6;13;7;14];[15;20;16;21];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;16;24;17]]
12n_203,12n_203,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[22;12;23;11];[13;7;14;6];[20;16;21;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[16;24;17;23]]
12n_204,12n_204,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[22;12;23;11];[13;7;14;6];[15;20;16;21];[10;18;11;17];[19;24;20;1];[12;22;13;21];[16;24;17;23]]
12n_205,12n_205,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[22;11;23;12];[6;13;7;14];[20;16;21;15];[12;18;13;17];[24;20;1;19];[16;22;17;21];[10;23;11;24]]
