Name,DT Name,PD Notation
11n_19,11n_19,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[11;18;12;19];[7;17;8;16];[17;7;18;6];[13;20;14;21];[15;22;16;1];[19;12;20;13];[21;14;22;15]]
11n_20,11n_20,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[11;18;12;19];[7;17;8;16];[17;7;18;6];[15;22;16;1];[21;12;22;13];[13;20;14;21];[19;14;20;15]]
11n_21,11n_21,[[4;2;5;1];[8;4;9;3];[9;15;10;14];[12;5;13;6];[6;13;7;14];[11;19;12;18];[19;22;20;1];[15;20;16;21];[21;16;22;17];[17;11;18;10];[2;8;3;7]]
11n_22,11n_22,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[5;13;6;12];[13;7;14;6];[18;11;19;12];[22;20;1;19];[20;16;21;15];[16;22;17;21];[10;17;11;18];[2;8;3;7]]
11n_23,11n_23,[[4;2;5;1];[8;4;9;3];[9;15;10;14];[5;13;6;12];[13;7;14;6];[11;19;12;18];[19;22;20;1];[15;20;16;21];[21;16;22;17];[17;11;18;10];[2;8;3;7]]
11n_24,11n_24,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[15;21;16;20];[11;18;12;19];[19;10;20;11];[17;1;18;22];[21;17;22;16];[2;8;3;7]]
11n_25,11n_25,[[4;2;5;1];[8;4;9;3];[9;15;10;14];[12;5;13;6];[6;13;7;14];[15;21;16;20];[11;18;12;19];[19;10;20;11];[17;1;18;22];[21;17;22;16];[2;8;3;7]]
11n_26,11n_26,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[5;13;6;12];[13;7;14;6];[20;15;21;16];[18;12;19;11];[10;20;11;19];[22;17;1;18];[16;21;17;22];[2;8;3;7]]
11n_27,11n_27,[[4;2;5;1];[8;4;9;3];[9;15;10;14];[5;13;6;12];[13;7;14;6];[15;21;16;20];[11;18;12;19];[19;10;20;11];[17;1;18;22];[21;17;22;16];[2;8;3;7]]
11n_28,11n_28,[[4;2;5;1];[8;4;9;3];[9;15;10;14];[12;5;13;6];[6;13;7;14];[17;21;18;20];[11;18;12;19];[19;10;20;11];[15;1;16;22];[21;17;22;16];[2;8;3;7]]
11n_29,11n_29,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[5;13;6;12];[13;7;14;6];[20;17;21;18];[18;12;19;11];[10;20;11;19];[22;15;1;16];[16;21;17;22];[2;8;3;7]]
11n_30,11n_30,[[4;2;5;1];[8;4;9;3];[9;15;10;14];[5;13;6;12];[13;7;14;6];[17;21;18;20];[11;18;12;19];[19;10;20;11];[15;1;16;22];[21;17;22;16];[2;8;3;7]]
11n_31,11n_31,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[9;17;10;16];[13;20;14;21];[17;1;18;22];[21;19;22;18];[19;14;20;15];[15;11;16;10];[6;12;7;11];[2;8;3;7]]
11n_32,11n_32,[[4;2;5;1];[8;4;9;3];[5;12;6;13];[16;9;17;10];[20;14;21;13];[22;17;1;18];[18;21;19;22];[14;20;15;19];[10;15;11;16];[11;6;12;7];[2;8;3;7]]
11n_33,11n_33,[[4;2;5;1];[8;4;9;3];[5;12;6;13];[9;17;10;16];[13;20;14;21];[17;1;18;22];[21;19;22;18];[19;14;20;15];[15;11;16;10];[11;6;12;7];[2;8;3;7]]
11n_34,11n_34,[[4;2;5;1];[8;4;9;3];[17;1;18;22];[12;5;13;6];[6;13;7;14];[11;18;12;19];[19;14;20;15];[9;17;10;16];[15;20;16;21];[21;10;22;11];[2;8;3;7]]
11n_35,11n_35,[[4;2;5;1];[8;4;9;3];[22;17;1;18];[5;13;6;12];[13;7;14;6];[18;12;19;11];[14;20;15;19];[16;9;17;10];[20;16;21;15];[10;22;11;21];[2;8;3;7]]
11n_36,11n_36,[[4;2;5;1];[8;4;9;3];[17;1;18;22];[5;13;6;12];[13;7;14;6];[11;18;12;19];[19;14;20;15];[9;17;10;16];[15;20;16;21];[21;10;22;11];[2;8;3;7]]
11n_37,11n_37,[[4;2;5;1];[8;4;9;3];[5;12;6;13];[9;19;10;18];[13;20;14;21];[15;22;16;1];[21;14;22;15];[19;16;20;17];[17;11;18;10];[11;6;12;7];[2;8;3;7]]
11n_38,11n_38,[[4;2;5;1];[8;4;9;3];[5;12;6;13];[9;19;10;18];[13;22;14;1];[15;20;16;21];[19;16;20;17];[21;14;22;15];[17;11;18;10];[11;6;12;7];[2;8;3;7]]
11n_39,11n_39,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[12;5;13;6];[6;13;7;14];[17;22;18;1];[9;18;10;19];[21;10;22;11];[15;21;16;20];[19;15;20;14];[2;8;3;7]]
11n_40,11n_40,[[4;2;5;1];[8;4;9;3];[16;11;17;12];[5;13;6;12];[13;7;14;6];[22;18;1;17];[18;10;19;9];[10;22;11;21];[20;15;21;16];[14;19;15;20];[2;8;3;7]]
11n_41,11n_41,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[5;13;6;12];[13;7;14;6];[17;22;18;1];[9;18;10;19];[21;10;22;11];[15;21;16;20];[19;15;20;14];[2;8;3;7]]
11n_42,11n_42,[[4;2;5;1];[8;4;9;3];[9;18;10;19];[12;5;13;6];[6;13;7;14];[19;15;20;14];[11;21;12;20];[17;22;18;1];[21;16;22;17];[15;10;16;11];[2;8;3;7]]
11n_43,11n_43,[[4;2;5;1];[8;4;9;3];[18;10;19;9];[5;13;6;12];[13;7;14;6];[14;19;15;20];[20;11;21;12];[22;18;1;17];[16;22;17;21];[10;16;11;15];[2;8;3;7]]
11n_44,11n_44,[[4;2;5;1];[8;4;9;3];[9;18;10;19];[5;13;6;12];[13;7;14;6];[19;15;20;14];[11;21;12;20];[17;22;18;1];[21;16;22;17];[15;10;16;11];[2;8;3;7]]
11n_45,11n_45,[[4;2;5;1];[8;4;9;3];[9;21;10;20];[12;5;13;6];[6;13;7;14];[11;18;12;19];[19;14;20;15];[15;10;16;11];[17;1;18;22];[21;17;22;16];[2;8;3;7]]
11n_46,11n_46,[[4;2;5;1];[8;4;9;3];[20;9;21;10];[5;13;6;12];[13;7;14;6];[18;12;19;11];[14;20;15;19];[10;16;11;15];[22;17;1;18];[16;21;17;22];[2;8;3;7]]
11n_47,11n_47,[[4;2;5;1];[8;4;9;3];[9;21;10;20];[5;13;6;12];[13;7;14;6];[11;18;12;19];[19;14;20;15];[15;10;16;11];[17;1;18;22];[21;17;22;16];[2;8;3;7]]
11n_48,11n_48,[[4;2;5;1];[13;20;14;21];[8;3;9;4];[2;9;3;10];[7;17;8;16];[15;22;16;1];[17;11;18;10];[5;12;6;13];[11;19;12;18];[19;7;20;6];[21;14;22;15]]
11n_49,11n_49,[[4;2;5;1];[15;20;16;21];[8;3;9;4];[2;9;3;10];[7;17;8;16];[13;22;14;1];[21;14;22;15];[17;11;18;10];[5;12;6;13];[11;19;12;18];[19;7;20;6]]
11n_50,11n_50,[[4;2;5;1];[5;12;6;13];[8;3;9;4];[2;9;3;10];[11;16;12;17];[17;10;18;11];[7;18;8;19];[19;1;20;22];[13;21;14;20];[21;15;22;14];[15;6;16;7]]
11n_51,11n_51,[[4;2;5;1];[8;4;9;3];[14;6;15;5];[15;22;16;1];[9;16;10;17];[17;20;18;21];[11;19;12;18];[19;11;20;10];[21;12;22;13];[6;14;7;13];[2;8;3;7]]
11n_52,11n_52,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[22;16;1;15];[16;10;17;9];[20;18;21;17];[18;11;19;12];[10;19;11;20];[12;22;13;21];[13;6;14;7];[2;8;3;7]]
11n_53,11n_53,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[15;22;16;1];[9;16;10;17];[17;20;18;21];[11;19;12;18];[19;11;20;10];[21;12;22;13];[13;6;14;7];[2;8;3;7]]
11n_54,11n_54,[[4;2;5;1];[8;4;9;3];[14;6;15;5];[15;22;16;1];[9;16;10;17];[21;10;22;11];[11;19;12;18];[17;21;18;20];[19;13;20;12];[6;14;7;13];[2;8;3;7]]
11n_55,11n_55,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[22;16;1;15];[16;10;17;9];[10;22;11;21];[18;11;19;12];[20;17;21;18];[12;19;13;20];[13;6;14;7];[2;8;3;7]]
11n_56,11n_56,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[15;22;16;1];[9;16;10;17];[21;10;22;11];[11;19;12;18];[17;21;18;20];[19;13;20;12];[13;6;14;7];[2;8;3;7]]
11n_57,11n_57,[[4;2;5;1];[8;4;9;3];[9;17;10;16];[5;15;6;14];[15;7;16;6];[11;19;12;18];[17;11;18;10];[19;1;20;22];[13;20;14;21];[21;12;22;13];[2;8;3;7]]
11n_58,11n_58,[[4;2;5;1];[8;4;9;3];[9;17;10;16];[14;5;15;6];[6;15;7;16];[17;1;18;22];[11;18;12;19];[21;10;22;11];[13;20;14;21];[19;12;20;13];[2;8;3;7]]
11n_59,11n_59,[[4;2;5;1];[8;4;9;3];[16;9;17;10];[5;15;6;14];[15;7;16;6];[22;17;1;18];[18;12;19;11];[10;22;11;21];[20;14;21;13];[12;20;13;19];[2;8;3;7]]
11n_60,11n_60,[[4;2;5;1];[8;4;9;3];[9;17;10;16];[5;15;6;14];[15;7;16;6];[17;1;18;22];[11;18;12;19];[21;10;22;11];[13;20;14;21];[19;12;20;13];[2;8;3;7]]
11n_61,11n_61,[[4;2;5;1];[8;4;9;3];[9;17;10;16];[5;15;6;14];[15;7;16;6];[13;1;14;22];[21;11;22;10];[11;18;12;19];[17;20;18;21];[19;12;20;13];[2;8;3;7]]
11n_62,11n_62,[[4;2;5;1];[8;4;9;3];[9;17;10;16];[14;5;15;6];[6;15;7;16];[17;1;18;22];[13;18;14;19];[11;20;12;21];[19;12;20;13];[21;10;22;11];[2;8;3;7]]
11n_63,11n_63,[[4;2;5;1];[8;4;9;3];[16;9;17;10];[5;15;6;14];[15;7;16;6];[22;17;1;18];[18;14;19;13];[20;12;21;11];[12;20;13;19];[10;22;11;21];[2;8;3;7]]
11n_64,11n_64,[[4;2;5;1];[8;4;9;3];[9;17;10;16];[5;15;6;14];[15;7;16;6];[17;1;18;22];[13;18;14;19];[11;20;12;21];[19;12;20;13];[21;10;22;11];[2;8;3;7]]
11n_65,11n_65,[[4;2;5;1];[8;4;9;3];[16;11;17;12];[14;5;15;6];[6;15;7;16];[18;9;19;10];[10;17;11;18];[19;1;20;22];[13;20;14;21];[21;12;22;13];[2;8;3;7]]
11n_66,11n_66,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[14;5;15;6];[6;15;7;16];[9;19;10;18];[17;11;18;10];[22;19;1;20];[20;14;21;13];[12;22;13;21];[2;8;3;7]]
11n_67,11n_67,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[14;5;15;6];[6;15;7;16];[9;19;10;18];[17;11;18;10];[19;1;20;22];[13;20;14;21];[21;12;22;13];[2;8;3;7]]
11n_68,11n_68,[[4;2;5;1];[8;4;9;3];[16;11;17;12];[5;15;6;14];[15;7;16;6];[18;9;19;10];[10;17;11;18];[22;19;1;20];[20;14;21;13];[12;22;13;21];[2;8;3;7]]
11n_69,11n_69,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[5;15;6;14];[15;7;16;6];[9;19;10;18];[17;11;18;10];[19;1;20;22];[13;20;14;21];[21;12;22;13];[2;8;3;7]]
11n_70,11n_70,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[9;19;10;18];[11;21;12;20];[15;22;16;1];[19;11;20;10];[21;16;22;17];[17;13;18;12];[13;6;14;7];[2;8;3;7]]
11n_71,11n_71,[[4;2;5;1];[8;4;9;3];[14;6;15;5];[18;16;19;15];[16;12;17;11];[12;18;13;17];[19;22;20;1];[9;20;10;21];[21;10;22;11];[6;14;7;13];[2;8;3;7]]
11n_72,11n_72,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[18;16;19;15];[16;12;17;11];[12;18;13;17];[22;20;1;19];[20;10;21;9];[10;22;11;21];[13;6;14;7];[2;8;3;7]]
11n_73,11n_73,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[15;18;16;19];[11;16;12;17];[17;12;18;13];[22;20;1;19];[20;10;21;9];[10;22;11;21];[13;6;14;7];[2;8;3;7]]
11n_74,11n_74,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[18;16;19;15];[16;12;17;11];[12;18;13;17];[19;22;20;1];[9;20;10;21];[21;10;22;11];[13;6;14;7];[2;8;3;7]]
11n_75,11n_75,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[15;18;16;19];[11;16;12;17];[17;12;18;13];[19;22;20;1];[9;20;10;21];[21;10;22;11];[13;6;14;7];[2;8;3;7]]
11n_76,11n_76,[[4;2;5;1];[8;4;9;3];[16;11;17;12];[14;5;15;6];[6;15;7;16];[19;22;20;1];[9;20;10;21];[21;10;22;11];[18;13;19;14];[12;17;13;18];[2;8;3;7]]
11n_77,11n_77,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[5;15;6;14];[15;7;16;6];[22;20;1;19];[20;10;21;9];[10;22;11;21];[13;19;14;18];[17;13;18;12];[2;8;3;7]]
11n_78,11n_78,[[4;2;5;1];[8;4;9;3];[11;17;12;16];[5;15;6;14];[15;7;16;6];[19;22;20;1];[9;20;10;21];[21;10;22;11];[13;19;14;18];[17;13;18;12];[2;8;3;7]]
11n_79,11n_79,[[4;2;5;1];[8;4;9;3];[5;14;6;15];[9;21;10;20];[15;22;16;1];[21;16;22;17];[11;19;12;18];[17;13;18;12];[19;11;20;10];[13;6;14;7];[2;8;3;7]]
11n_80,11n_80,[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[14;6;15;5];[15;20;16;21];[11;18;12;19];[19;12;20;13];[17;22;18;1];[21;16;22;17];[6;14;7;13]]
11n_81,11n_81,[[4;2;5;1];[8;4;9;3];[5;16;6;17];[9;21;10;20];[11;1;12;22];[21;11;22;10];[19;15;20;14];[13;19;14;18];[17;13;18;12];[15;6;16;7];[2;8;3;7]]
11n_82,11n_82,[[4;2;5;1];[7;12;8;13];[8;3;9;4];[2;9;3;10];[13;21;14;20];[5;17;6;16];[19;7;20;6];[15;1;16;22];[21;15;22;14];[11;18;12;19];[17;10;18;11]]
11n_83,11n_83,[[4;2;5;1];[7;12;8;13];[8;3;9;4];[2;9;3;10];[15;21;16;20];[5;17;6;16];[19;7;20;6];[13;1;14;22];[21;15;22;14];[11;18;12;19];[17;10;18;11]]
11n_84,11n_84,[[4;2;5;1];[5;18;6;19];[8;3;9;4];[2;9;3;10];[11;17;12;16];[7;12;8;13];[15;6;16;7];[17;11;18;10];[19;22;20;1];[13;20;14;21];[21;14;22;15]]
11n_85,11n_85,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[7;15;8;14];[22;17;1;18];[19;6;20;7];[8;21;9;22];[16;10;17;9];[13;19;14;18];[20;16;21;15]]
11n_86,11n_86,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[7;15;8;14];[17;1;18;22];[19;6;20;7];[21;9;22;8];[9;16;10;17];[13;19;14;18];[15;20;16;21]]
11n_87,11n_87,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[20;14;21;13];[14;7;15;8];[6;19;7;20];[18;9;19;10];[8;15;9;16];[17;22;18;1];[21;16;22;17]]
11n_88,11n_88,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[16;8;17;7];[19;1;20;22];[13;21;14;20];[21;15;22;14];[18;10;19;9];[6;16;7;15];[8;18;9;17]]
11n_89,11n_89,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[7;16;8;17];[22;19;1;20];[20;13;21;14];[14;21;15;22];[9;18;10;19];[15;6;16;7];[17;8;18;9]]
11n_90,11n_90,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[18;10;19;9];[19;1;20;22];[13;21;14;20];[21;15;22;14];[6;18;7;17];[16;8;17;7];[8;16;9;15]]
11n_91,11n_91,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[9;18;10;19];[22;19;1;20];[20;13;21;14];[14;21;15;22];[17;6;18;7];[7;16;8;17];[15;8;16;9]]
11n_92,11n_92,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[7;20;8;21];[17;1;18;22];[13;19;14;18];[21;15;22;14];[9;16;10;17];[15;8;16;9];[19;6;20;7]]
11n_93,11n_93,[[4;2;5;1];[10;4;11;3];[11;21;12;20];[7;13;8;12];[19;9;20;8];[18;14;19;13];[14;6;15;5];[6;18;7;17];[22;16;1;15];[16;22;17;21];[2;10;3;9]]
11n_94,11n_94,[[4;2;5;1];[10;4;11;3];[20;11;21;12];[12;7;13;8];[8;19;9;20];[18;14;19;13];[14;6;15;5];[6;18;7;17];[15;22;16;1];[21;16;22;17];[2;10;3;9]]
11n_95,11n_95,[[4;2;5;1];[10;4;11;3];[11;21;12;20];[7;13;8;12];[19;9;20;8];[18;14;19;13];[14;6;15;5];[6;18;7;17];[15;22;16;1];[21;16;22;17];[2;10;3;9]]
11n_96,11n_96,[[4;2;5;1];[10;4;11;3];[11;21;12;20];[7;13;8;12];[19;9;20;8];[13;18;14;19];[5;14;6;15];[17;6;18;7];[15;22;16;1];[21;16;22;17];[2;10;3;9]]
11n_97,11n_97,[[4;2;5;1];[12;8;13;7];[10;3;11;4];[2;11;3;12];[14;6;15;5];[6;14;7;13];[15;20;16;21];[9;19;10;18];[19;9;20;8];[17;22;18;1];[21;16;22;17]]
11n_98,11n_98,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[5;14;6;15];[13;6;14;7];[20;16;21;15];[18;9;19;10];[8;19;9;20];[22;18;1;17];[16;22;17;21]]
11n_99,11n_99,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[5;14;6;15];[13;6;14;7];[15;20;16;21];[9;19;10;18];[19;9;20;8];[17;22;18;1];[21;16;22;17]]
11n_100,11n_100,[[4;2;5;1];[12;8;13;7];[10;3;11;4];[2;11;3;12];[14;6;15;5];[6;14;7;13];[17;20;18;21];[9;19;10;18];[19;9;20;8];[15;22;16;1];[21;16;22;17]]
11n_101,11n_101,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[5;14;6;15];[13;6;14;7];[20;18;21;17];[18;9;19;10];[8;19;9;20];[22;16;1;15];[16;22;17;21]]
11n_102,11n_102,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[5;14;6;15];[13;6;14;7];[17;20;18;21];[9;19;10;18];[19;9;20;8];[15;22;16;1];[21;16;22;17]]
11n_103,11n_103,[[4;2;5;1];[12;8;13;7];[10;3;11;4];[2;11;3;12];[16;13;17;14];[14;5;15;6];[6;15;7;16];[9;20;10;21];[17;22;18;1];[21;18;22;19];[19;8;20;9]]
11n_104,11n_104,[[4;2;5;1];[10;4;11;3];[11;21;12;20];[5;15;6;14];[15;19;16;18];[7;16;8;17];[17;6;18;7];[19;9;20;8];[13;1;14;22];[21;13;22;12];[2;10;3;9]]
11n_105,11n_105,[[4;2;5;1];[10;4;11;3];[11;21;12;20];[14;5;15;6];[6;19;7;20];[16;8;17;7];[18;16;19;15];[8;18;9;17];[13;1;14;22];[21;13;22;12];[2;10;3;9]]
11n_106,11n_106,[[4;2;5;1];[10;4;11;3];[20;11;21;12];[5;15;6;14];[19;7;20;6];[7;16;8;17];[15;18;16;19];[17;8;18;9];[22;13;1;14];[12;21;13;22];[2;10;3;9]]
11n_107,11n_107,[[4;2;5;1];[10;4;11;3];[11;21;12;20];[5;15;6;14];[19;7;20;6];[7;16;8;17];[15;18;16;19];[17;8;18;9];[13;1;14;22];[21;13;22;12];[2;10;3;9]]
11n_108,11n_108,[[4;2;5;1];[22;18;1;17];[10;3;11;4];[2;11;3;12];[18;9;19;10];[12;19;13;20];[5;14;6;15];[7;16;8;17];[15;6;16;7];[20;13;21;14];[8;21;9;22]]
11n_109,11n_109,[[4;2;5;1];[15;22;16;1];[10;3;11;4];[2;11;3;12];[16;7;17;8];[18;9;19;10];[8;17;9;18];[12;19;13;20];[5;14;6;15];[20;13;21;14];[21;7;22;6]]
11n_110,11n_110,[[4;2;5;1];[22;16;1;15];[10;3;11;4];[2;11;3;12];[7;17;8;16];[9;19;10;18];[17;9;18;8];[12;19;13;20];[14;6;15;5];[20;13;21;14];[6;21;7;22]]
11n_111,11n_111,[[4;2;5;1];[15;22;16;1];[10;3;11;4];[2;11;3;12];[7;17;8;16];[9;19;10;18];[17;9;18;8];[19;13;20;12];[5;14;6;15];[13;21;14;20];[21;7;22;6]]
11n_112,11n_112,[[4;2;5;1];[10;4;11;3];[14;6;15;5];[18;8;19;7];[15;22;16;1];[21;16;22;17];[20;11;21;12];[6;18;7;17];[12;19;13;20];[8;14;9;13];[2;10;3;9]]
11n_113,11n_113,[[4;2;5;1];[15;22;16;1];[10;3;11;4];[2;11;3;12];[16;9;17;10];[18;7;19;8];[8;17;9;18];[12;19;13;20];[5;14;6;15];[20;13;21;14];[21;7;22;6]]
11n_114,11n_114,[[4;2;5;1];[22;16;1;15];[10;3;11;4];[2;11;3;12];[16;9;17;10];[18;7;19;8];[8;17;9;18];[19;13;20;12];[14;6;15;5];[13;21;14;20];[6;21;7;22]]
11n_115,11n_115,[[4;2;5;1];[22;16;1;15];[10;3;11;4];[2;11;3;12];[9;17;10;16];[7;19;8;18];[17;9;18;8];[12;19;13;20];[14;6;15;5];[20;13;21;14];[6;21;7;22]]
11n_116,11n_116,[[4;2;5;1];[15;22;16;1];[10;3;11;4];[2;11;3;12];[9;17;10;16];[7;19;8;18];[17;9;18;8];[12;19;13;20];[5;14;6;15];[20;13;21;14];[21;7;22;6]]
11n_117,11n_117,[[4;2;5;1];[15;22;16;1];[10;3;11;4];[2;11;3;12];[9;17;10;16];[7;19;8;18];[17;9;18;8];[19;13;20;12];[5;14;6;15];[13;21;14;20];[21;7;22;6]]
11n_118,11n_118,[[4;2;5;1];[10;4;11;3];[11;17;12;16];[5;15;6;14];[15;9;16;8];[20;8;21;7];[21;12;22;13];[13;18;14;19];[6;20;7;19];[17;1;18;22];[2;10;3;9]]
11n_119,11n_119,[[4;2;5;1];[10;4;11;3];[16;11;17;12];[14;5;15;6];[8;15;9;16];[7;20;8;21];[12;22;13;21];[18;14;19;13];[19;6;20;7];[22;17;1;18];[2;10;3;9]]
11n_120,11n_120,[[4;2;5;1];[10;4;11;3];[11;17;12;16];[5;15;6;14];[15;9;16;8];[7;20;8;21];[21;12;22;13];[13;18;14;19];[19;6;20;7];[17;1;18;22];[2;10;3;9]]
11n_121,11n_121,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[5;16;6;17];[15;6;16;7];[13;20;14;21];[18;9;19;10];[8;19;9;20];[22;18;1;17];[21;14;22;15]]
11n_122,11n_122,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[5;16;6;17];[15;6;16;7];[13;20;14;21];[9;19;10;18];[19;9;20;8];[17;22;18;1];[21;14;22;15]]
11n_123,11n_123,[[4;2;5;1];[12;10;13;9];[10;3;11;4];[2;11;3;12];[5;16;6;17];[17;22;18;1];[7;15;8;14];[19;8;20;9];[21;7;22;6];[13;18;14;19];[15;21;16;20]]
11n_124,11n_124,[[4;2;5;1];[7;15;8;14];[10;3;11;4];[2;11;3;12];[16;6;17;5];[9;19;10;18];[20;15;21;16];[13;9;14;8];[22;18;1;17];[19;13;20;12];[6;21;7;22]]
11n_125,11n_125,[[4;2;5;1];[14;10;15;9];[10;3;11;4];[2;11;3;12];[22;15;1;16];[5;17;6;16];[7;19;8;18];[17;7;18;6];[8;21;9;22];[20;14;21;13];[12;20;13;19]]
11n_126,11n_126,[[4;2;5;1];[10;4;11;3];[11;17;12;16];[7;13;8;12];[15;9;16;8];[13;21;14;20];[21;7;22;6];[5;19;6;18];[19;15;20;14];[17;1;18;22];[2;10;3;9]]
11n_127,11n_127,[[4;2;5;1];[7;12;8;13];[10;3;11;4];[2;11;3;12];[13;21;14;20];[18;5;19;6];[6;19;7;20];[22;17;1;18];[21;15;22;14];[9;16;10;17];[15;8;16;9]]
11n_128,11n_128,[[4;2;5;1];[9;16;10;17];[10;3;11;4];[2;11;3;12];[17;1;18;22];[5;19;6;18];[7;15;8;14];[13;7;14;6];[21;9;22;8];[15;20;16;21];[19;12;20;13]]
11n_129,11n_129,[[4;2;5;1];[7;14;8;15];[10;3;11;4];[2;11;3;12];[17;1;18;22];[5;19;6;18];[21;7;22;6];[9;16;10;17];[13;20;14;21];[15;8;16;9];[19;12;20;13]]
11n_130,11n_130,[[4;2;5;1];[15;22;16;1];[10;3;11;4];[2;11;3;12];[9;17;10;16];[17;13;18;12];[7;14;8;15];[5;18;6;19];[19;6;20;7];[13;21;14;20];[21;9;22;8]]
11n_131,11n_131,[[4;2;5;1];[9;14;10;15];[10;3;11;4];[2;11;3;12];[7;16;8;17];[15;8;16;9];[22;17;1;18];[18;5;19;6];[6;21;7;22];[20;14;21;13];[12;20;13;19]]
11n_132,11n_132,[[4;2;5;1];[9;14;10;15];[10;3;11;4];[2;11;3;12];[7;16;8;17];[15;8;16;9];[17;1;18;22];[5;19;6;18];[21;7;22;6];[13;20;14;21];[19;12;20;13]]
11n_133,11n_133,[[4;2;5;1];[10;4;11;3];[11;17;12;16];[5;19;6;18];[15;9;16;8];[19;15;20;14];[7;20;8;21];[13;6;14;7];[21;12;22;13];[17;1;18;22];[2;10;3;9]]
11n_134,11n_134,[[4;2;5;1];[9;14;10;15];[10;3;11;4];[2;11;3;12];[7;22;8;1];[5;19;6;18];[21;16;22;17];[17;7;18;6];[15;8;16;9];[13;20;14;21];[19;12;20;13]]
11n_135,11n_135,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;10;1;9];[11;19;12;18];[19;7;20;6];[7;17;8;16];[17;11;18;10];[15;20;16;21];[8;22;9;21]]
11n_136,11n_136,[[4;2;5;1];[12;4;13;3];[14;8;15;7];[18;10;19;9];[20;18;21;17];[21;7;22;6];[5;17;6;16];[10;20;11;19];[8;14;9;13];[15;1;16;22];[2;12;3;11]]
11n_137,11n_137,[[4;2;5;1];[7;14;8;15];[12;3;13;4];[2;13;3;14];[5;16;6;17];[15;6;16;7];[22;18;1;17];[18;9;19;10];[8;21;9;22];[20;11;21;12];[10;19;11;20]]
11n_138,11n_138,[[4;2;5;1];[7;14;8;15];[12;3;13;4];[2;13;3;14];[5;16;6;17];[15;6;16;7];[17;22;18;1];[9;19;10;18];[21;9;22;8];[11;21;12;20];[19;11;20;10]]
11n_139,11n_139,[[4;2;5;1];[14;8;15;7];[12;3;13;4];[2;13;3;14];[16;6;17;5];[6;16;7;15];[17;22;18;1];[11;19;12;18];[9;21;10;20];[19;11;20;10];[21;9;22;8]]
11n_140,11n_140,[[4;2;5;1];[7;14;8;15];[12;3;13;4];[2;13;3;14];[5;16;6;17];[15;6;16;7];[22;18;1;17];[18;11;19;12];[20;9;21;10];[10;19;11;20];[8;21;9;22]]
11n_141,11n_141,[[4;2;5;1];[7;14;8;15];[12;3;13;4];[2;13;3;14];[5;16;6;17];[15;6;16;7];[17;22;18;1];[11;19;12;18];[9;21;10;20];[19;11;20;10];[21;9;22;8]]
11n_142,11n_142,[[4;2;5;1];[7;21;8;20];[12;3;13;4];[2;13;3;14];[5;16;6;17];[11;19;12;18];[19;11;20;10];[9;14;10;15];[15;8;16;9];[17;22;18;1];[21;7;22;6]]
